#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	fdr	tags	internalFilename
2361	M+H	N/A	1	Cer(d20:1/18:0); [M+H]+ C38H76N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf2361	N/A	N/A	CID; Velos	Positive	LC-ESI	593.575	lib-00003.mgf	Gold	1	0.53239	1710.82	1.0155	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	593.575	N/A	223.886	4	N/A	1	592.56	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003132254	729	UPDATE-SINGLE-ANNOTATED-GOLD	0.220469255663	 	spec-00000.mgf
22411	[M+NH4]+	N/A	1	MoNA:38923 Triacylglycerol 16:1-18:2-18:2	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf22411	InChI=1S/C55H96O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h30-31,33-34,38-43,52H,4-29,32,35-37,44-51H2,1-3H3/b33-30-,34-31-,41-38-,42-39-,43-40-	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	870.7	lib-00003.mgf	Bronze	3	0.532461	165.504	0.144104	1	MONA	MoNA	870.7	N/A	308.822	11	N/A	1	870.844	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000563312	23013	UPDATE-SINGLE-ANNOTATED-BRONZE	0.22024291498	 	spec-00000.mgf
22266	M+FA-H	n/a	1	NCGC00384649-01!3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychromen-4-one	isolated	lfnothias	624.169	spectrapklbin/spec-00000.mgf22266	InChI=1S/C28H32O16/c1-39-12-6-13(32)17-14(7-12)40-24(10-2-4-11(31)5-3-10)25(20(17)35)43-28-26(22(37)19(34)16(9-30)42-28)44-27-23(38)21(36)18(33)15(8-29)41-27/h2-7,15-16,18-19,21-23,26-34,36-38H,8-9H2,1H3/t15-,16-,18+,19-,21+,22+,23-,26-,27+,28+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	669.167	lib-00003.mgf	Gold	1	0.532423	1165.12	0.779663	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	669.167	n/a	48.845	5	COC1=CC(O)=C2C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C(OC2=C1)C5=CC=C(O)C=C5	1	668.387	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000846738	4943	UPDATE-SINGLE-ANNOTATED-GOLD	0.22024291498	 	spec-00000.mgf
21667	[M+H]+	N/A	1	MoNA:710382 4-Pregnene-11 Corticosteron	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf21667	InChI=1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17-,19+,20-,21-/m0/s1	N/A	LC-ESI-QFT	 	LC-ESI-QFT	347.222	lib-00003.mgf	Bronze	3	0.532515	5714.12	1.98407	1	MONA	MoNA	347.222	N/A	98.111	7	N/A	1	345.238	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000566796	775	UPDATE-SINGLE-ANNOTATED-BRONZE	0.22024291498	 	spec-00000.mgf
8626	M+H	7770787	1	Spectral Match to Arctigenin from NIST14	Isolated	Data deposited by pmallard	0.0	spectrapklbin/spec-00000.mgf8626	N/A	N/A	HCD	Positive	ESI	373.16	lib-00003.mgf	Bronze	3	0.538682	4823.39	1.7999	1	GNPS-NIST14-MATCHES	Data from Wolfender/Litaudon	373.16	N/A	277.541	4	N/A	1	371.36	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003135471	403	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
8230	M+H-H2O	5255174	1	3.beta.-Hydroxy-5-cholenoic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8230	N/A	N/A	HCD	Positive	ESI	357.279	lib-00003.mgf	Bronze	3	0.533051	5488.36	1.96088	1	NIST14	NIST	357.279	N/A	112.183	10	N/A	1	355.318	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000304440	3930	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
8170	M+H	n/a	1	NCGC00180429-03_C27H43NO8_Cevane-3,4,7,14,15,16,20-heptol, 4,9-epoxy-, (3beta,4alpha,7alpha,15alpha,16beta)-	isolated	lfnothias	509.299	spectrapklbin/spec-00000.mgf8170	InChI=1S/C27H43NO8/c1-12-4-5-17-24(3,33)19-13(11-28(17)10-12)14-9-25-21(26(14,34)22(32)20(19)31)15(29)8-16-23(25,2)7-6-18(30)27(16,35)36-25/h12-22,29-35H,4-11H2,1-3H3/t12-,13-,14-,15+,16-,17-,18-,19+,20+,21+,22-,23-,24+,25+,26-,27?/m0/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	510.306	lib-00003.mgf	Gold	1	0.536819	3529.42	1.80109	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	510.306	n/a	240.945	3	C[C@H]1CC[C@@H]2N(C1)C[C@H]3[C@@H]4C[C@]56OC7(O)[C@@H](O)CC[C@@]5(C)[C@@H]7C[C@@H](O)[C@H]6[C@]4(O)[C@@H](O)[C@H](O)[C@@H]3[C@]2(C)O	1	508.505	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000853851	225	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
6903	M+NH4	N/A	1	TG(14:1/14:1/16:1); [M+NH4]+ C47H88N1O6	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf6903	N/A	N/A	HCD; Velos	Positive	LC-ESI	744.627	lib-00003.mgf	Gold	1	0.534925	1440.99	1.073	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	744.627	N/A	301.122	11	N/A	1	745.7	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003095226	3833	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
6882	M-H	118399227	1	Nodularin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf6882	N/A	N/A	IT/ion trap	Negative	ESI	823.436	lib-00003.mgf	Bronze	3	0.533959	838.178	0.690186	1	NIST14	NIST	823.436	N/A	250.36	3	N/A	1	822.746	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000245834	5818	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
6739	M-H-H2O	118399227	1	Nodularin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf6739	N/A	N/A	IT-FT/ion trap with FTMS	Negative	ESI	805.425	lib-00003.mgf	Bronze	3	0.537791	808.346	0.651062	1	NIST14	NIST	805.425	N/A	277.096	5	N/A	1	804.774	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000245814	18709	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
5631	M+Na	29541660	1	1-Palmitoyl-2-oleoyl-sn-glycerol	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf5631	N/A	N/A	HCD	Positive	ESI	617.511	lib-00003.mgf	Bronze	3	0.535675	3096.48	1.91211	1	NIST14	NIST	617.511	N/A	271.979	4	N/A	1	615.599	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000252787	994	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
561	M-H	505522	1	1,11-Undecanedicarboxylic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf561	N/A	N/A	HCD	Negative	ESI	243.16	lib-00003.mgf	Bronze	3	0.537802	4234.63	1.02969	1	NIST14	NIST	243.16	N/A	104.504	3	N/A	1	244.19	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000303111	1029	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
510	[M+NH4]+	N/A	1	MoNA:41717 Triacylglycerol 15:0-18:1-18:1	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf510	InChI=1S/C54H100O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h38-39,41-42,51H,4-37,40,43-50H2,1-3H3/b41-38-,42-39-	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	862.8	lib-00003.mgf	Bronze	3	0.538772	2313.65	1.99622	1	MONA	MoNA	862.8	N/A	319.513	10	N/A	1	860.804	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000563308	30426	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
46	M+H	N/A	1	PC(0:0/16:0); [M+H]+ C24H51N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf46	N/A	N/A	CID; Velos	Positive	LC-ESI	495.332	lib-00003.mgf	Gold	1	0.535803	2370.33	1.1741	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	495.332	N/A	269.84	4	N/A	1	496.506	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003121772	24259	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
4347	M-H	137173989	1	1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phospho-L-serine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf4347	N/A	N/A	HCD	Negative	ESI	834.529	lib-00003.mgf	Bronze	3	0.534155	2165.3	1.80701	1	NIST14	NIST	834.529	N/A	221.282	4	N/A	1	832.722	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000300323	5969	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
4305	M+NH4	N/A	1	DG(16:0/22:4/0:0); [M+NH4]+ C41H76N1O5	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf4305	N/A	N/A	CID; Velos	Positive	LC-ESI	644.538	lib-00003.mgf	Gold	1	0.53451	3001.29	1.93445	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	644.538	N/A	267.195	3	N/A	1	642.604	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003091640	6445	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
3988	M-H	N/A	1	PE(22:6/0:0); [M-H]- C27H43N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf3988	N/A	N/A	CID; Velos	Negative	LC-ESI	525.286	lib-00003.mgf	Gold	1	0.53582	2339.8	1.22906	1	PNNL-LIPIDS-NEGATIVE	Thomas Metz	525.286	N/A	136.777	3	N/A	1	526.515	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003118337	699	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
34303	[M+H]+	90-34-6	1	Massbank:FIO00461 Primaquine	Isolated	Massbank	0.0	spectrapklbin/spec-00000.mgf34303	1S/C15H21N3O/c1-11(5-3-7-16)18-14-10-13(19-2)9-12-6-4-8-17-15(12)14/h4,6,8-11,18H,3,5,7,16H2,1-2H3	N/A	LC-ESI-QTOF	Positive	ESI	260.176	lib-00003.mgf	Bronze	3	0.539311	309.427	0.0805054	1	MASSBANK	Putative Massbank Match	260.176	N/A	124.466	3	NCCCC(C)Nc(c1)c(n2)c(ccc2)cc(OC)1	1	260.257	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000214304	397	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
34261	M+H	67910127	1	11-Dehydrothromboxane B2	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf34261	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	369.227	lib-00003.mgf	Bronze	3	0.535299	306.889	0.113312	1	NIST14	NIST	369.227	N/A	116.26	6	N/A	1	369.34	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000310905	1409	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
33452	M+H	263365055	1	6-Hydroxy-3-(4-methoxyphenyl)-4-methylcoumarin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf33452	N/A	N/A	IT/ion trap	Positive	ESI	283.096	lib-00003.mgf	Bronze	3	0.533242	6794.92	1.92361	1	NIST14	NIST	283.096	N/A	55.922	3	N/A	1	281.172	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000259863	128	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
3315	[M+NH4]+	N/A	1	MoNA:51221 Triacylglycerol 15:0-16:0-18:1	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf3315	InChI=1S/C52H98O6/c1-4-7-10-13-16-19-22-25-26-28-30-33-36-39-42-45-51(54)57-48-49(47-56-50(53)44-41-38-35-32-29-24-21-18-15-12-9-6-3)58-52(55)46-43-40-37-34-31-27-23-20-17-14-11-8-5-2/h36,39,49H,4-35,37-38,40-48H2,1-3H3/b39-36-	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	836.7	lib-00003.mgf	Bronze	3	0.533647	2248.97	1.88171	1	MONA	MoNA	836.7	N/A	310.887	4	N/A	1	834.818	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000563333	1048	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
32777	M+H	170926064	1	C-8 Ceramine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf32777	N/A	N/A	Q-TOF	Positive	ESI	412.415	lib-00003.mgf	Bronze	3	0.53572	4608.18	1.90048	1	NIST14	NIST	412.415	N/A	96.928	3	N/A	1	414.315	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000400196	586	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
32665	2M+H	43077301	1	Neomenthyldiphenylphosphine oxide	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf32665	N/A	N/A	QqQ	Positive	ESI	681.398	lib-00003.mgf	Bronze	3	0.537955	2719.9	1.85333	1	NIST14	NIST	681.398	N/A	128.622	3	N/A	1	679.545	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000335402	7411	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
32262	M+H-H2O	89596430	1	Leukotriene B4 3-aminopropylamide	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf32262	N/A	N/A	HCD	Positive	ESI	375.301	lib-00003.mgf	Bronze	3	0.536696	2509.14	0.941681	1	NIST14	NIST	375.301	N/A	117.983	5	N/A	1	374.359	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000238601	2145	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
32125	M+H	N/A	1	Arg-Ala	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf32125	N/A	N/A	Q-TOF	Positive	ESI	246.156	lib-00003.mgf	Bronze	3	0.534624	3992.54	0.982788	1	NIST14	NIST	246.156	N/A	13.431	6	N/A	1	247.139	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000392318	858	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
31919	M-H	N/A	1	PG(18:1/0:0); [M-H]- C24H46O9P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf31919	N/A	N/A	CID; Velos	Negative	LC-ESI	510.296	lib-00003.mgf	Gold	1	0.535586	2330.85	1.18942	1	PNNL-LIPIDS-NEGATIVE	Thomas Metz	510.296	N/A	188.267	3	N/A	1	511.485	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003089257	182	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
3164	M+Na+K-H	N/A	1	Surfactin	Crude	J Watrous	0.0	spectrapklbin/spec-00000.mgf3164	N/A	N/A	LTQ-FT-ICR	Positive	DI-ESI	1068.6	lib-00003.mgf	Bronze	3	0.534709	361.664	0.386475	1	GNPS-LIBRARY	Dorrestein	1068.6	N/A	285.438	3	N/A	1	1068.99	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000072264	6726	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
3017	581.1	20310898	1	Saponarin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf3017	N/A	N/A	IT/ion trap	Positive	ESI	581.1	lib-00003.mgf	Bronze	3	0.53385	2482.79	1.44275	1	NIST14	NIST	581.1	N/A	180.414	3	N/A	1	582.543	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000258672	4838	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
30027	M-H	134350	1	5-Methyltetrahydrofolic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf30027	N/A	N/A	Q-TOF	Negative	ESI	458.179	lib-00003.mgf	Bronze	3	0.533157	317.778	0.145599	1	NIST14	NIST	458.179	N/A	186.12	3	N/A	1	458.325	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000357611	4534	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
2956	M+H	N/A	1	PC(0:0/14:0); [M+H]+ C22H47N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf2956	N/A	N/A	CID; Velos	Positive	LC-ESI	467.301	lib-00003.mgf	Gold	1	0.537588	2510.63	1.17322	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	467.301	N/A	231.598	3	N/A	1	468.474	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003133506	459	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
29459	609.4	N/A	1	Prostaglandin E2-biotine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf29459	N/A	N/A	IT/ion trap	Positive	ESI	609.4	lib-00003.mgf	Bronze	3	0.537774	1933.81	1.17847	1	NIST14	NIST	609.4	N/A	213.45	4	N/A	1	610.578	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000236150	37381	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
25379	M+NH4	n/a	1	NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid	isolated	lfnothias	350.209	spectrapklbin/spec-00000.mgf25379	InChI=1S/C20H30O5/c1-12(9-17(22)23)5-7-19(3)13(2)6-8-20(4)15(18(24)25)10-14(21)11-16(19)20/h10,12-13,16H,5-9,11H2,1-4H3,(H,22,23)(H,24,25)	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	368.243	lib-00003.mgf	Gold	1	0.534642	5183.57	1.90881	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	368.243	n/a	173.935	6	CC(CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2C(O)=O)CC(O)=O	1	366.334	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000847901	429	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
24134	M+H	N/A	1	PC(20:0/0:0); [M+H]+ C28H59N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf24134	N/A	N/A	CID; Velos	Positive	LC-ESI	551.395	lib-00003.mgf	Gold	1	0.538391	2010.72	1.1087	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	551.395	N/A	227.952	4	N/A	1	552.504	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003132060	5013	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
23530	M+H	65886808	1	1-Stearoyl-2-docosahexaenoyl-sn-glycerol	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf23530	N/A	N/A	HCD	Positive	ESI	669.545	lib-00003.mgf	Bronze	3	0.532949	1388.35	0.929565	1	NIST14	NIST	669.545	N/A	112.136	3	N/A	1	668.615	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000252832	1491	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
22504	M-H	n/a	1	NCGC00380619-01_C27H37NO7_Spiro[2H-furo[2,3-e]isoindole-2,1'(2'H)-naphthalene]-7(3H)-butanoic acid, 3',4',4'a,5',6,6',7',8,8',8'a-decahydro-4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-6-oxo-, (2R,2'R,6'S,7'R,8'aS)-	isolated	lfnothias	487.257	spectrapklbin/spec-00000.mgf22504	InChI=1S/C27H37NO7/c1-14-7-8-20-25(2,3)23(33)19(30)12-26(20,4)27(14)11-16-18(29)10-15-17(22(16)35-27)13-28(24(15)34)9-5-6-21(31)32/h10,14,19-20,23,29-30,33H,5-9,11-13H2,1-4H3,(H,31,32)/t14-,19-,20?,23-,26+,27-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	486.25	lib-00003.mgf	Gold	1	0.533034	259.329	0.126099	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	486.25	n/a	62.035	3	C[C@@H]1CCC2C(C)(C)[C@H](O)[C@H](O)C[C@]2(C)[C@@]13CC4=C(O3)C5=C(C=C4O)C(=O)N(CCCC(O)=O)C5	1	486.376	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000850454	2134	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
21852	M+H	N/A	1	Glu-Gln-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf21852	N/A	N/A	IT/ion trap	Positive	ESI	432.22	lib-00003.mgf	Bronze	3	0.538509	2583.42	1.11661	1	NIST14	NIST	432.22	N/A	96.497	3	N/A	1	433.337	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000384629	328	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
21510	M+H	N/A	1	Glu-Trp-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf21510	N/A	N/A	IT/ion trap	Positive	ESI	490.241	lib-00003.mgf	Bronze	3	0.53681	3853.41	1.8891	1	NIST14	NIST	490.241	N/A	124.225	3	N/A	1	488.352	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000384827	335	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
21452	444.3	109785208	1	D-Lactosyl-.beta.1-1'-D-erythro-sphingosine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf21452	N/A	N/A	IT/ion trap	Positive	ESI	444.3	lib-00003.mgf	Bronze	3	0.532729	4226.17	1.87769	1	NIST14	NIST	444.3	N/A	93.42	4	N/A	1	442.422	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000232761	1249	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
2086	M+H-H2O	1783842	1	Spectral Match to cis-8,11,14-Eicosatrienoic acid from NIST14	Isolated	Data deposited by pmallard	0.0	spectrapklbin/spec-00000.mgf2086	N/A	N/A	HCD	Positive	ESI	289.253	lib-00003.mgf	Bronze	3	0.535193	6877.01	1.9892	1	GNPS-NIST14-MATCHES	Data from Wolfender/Litaudon	289.253	N/A	66.999	7	N/A	1	291.242	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003135804	1540	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
2071	M+H	N/A	1	Prostaglandin E2-biotine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2071	N/A	N/A	IT/ion trap	Positive	ESI	663.415	lib-00003.mgf	Bronze	3	0.539026	1272.66	0.844299	1	NIST14	NIST	663.415	N/A	226.831	4	N/A	1	662.571	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000236146	5020	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
20623	M+NH4	N/A	1	DG(16:0/18:1/0:0); [M+NH4]+ C37H74N1O5	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf20623	N/A	N/A	HCD; Velos	Positive	LC-ESI	594.522	lib-00003.mgf	Gold	1	0.536542	3325.34	1.97699	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	594.522	N/A	198.984	6	N/A	1	592.545	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003094661	1193	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
19691	889.6	N/A	1	PtdIns-(3,4)-P2 (1,2-dipalmitoyl)	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf19691	N/A	N/A	IT/ion trap	Negative	ESI	889.6	lib-00003.mgf	Bronze	3	0.533748	867.02	0.771301	1	NIST14	NIST	889.6	N/A	266.495	6	N/A	1	888.829	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000233145	4973	UPDATE-SINGLE-ANNOTATED-BRONZE	0.219878296146	 	spec-00000.mgf
1859	M+NH4	N/A	1	TG(14:1/16:1/16:1); [M+NH4]+ C49H92N1O6	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf1859	N/A	N/A	HCD; Velos	Positive	LC-ESI	772.658	lib-00003.mgf	Gold	1	0.534782	1386.89	1.07159	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	772.658	N/A	308.362	9	N/A	1	773.73	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003096261	1840	UPDATE-SINGLE-ANNOTATED-GOLD	0.219878296146	 	spec-00000.mgf
