shared name	CSI_#adducts	CSI_#predictedFPs	CSI_ConfidenceScore	CSI_CSI:FingerIDScore	CSI_ZodiacScore	CSI_SiriusScore	CSI_molecularFormula	CSI_adduct	CSI_InChIkey2D	CSI_InChI	CSI_name	CSI_smiles	CSI_xlogp	CSI_pubchemids	CSI_links	CSI_dbflags	CSI_ionMass	CSI_retentionTimeInSeconds	CSI_id
5272	1	2		-244.309	0.896	48.221	C33H67NO4	[M + H3N + H]+	QDHQMSAYTVVTPO	InChI=1S/C33H67NO4/c1-4-5-6-7-8-9-10-11-12-13-18-21-24-27-32(37)34-30(28-35)33(38)31(36)26-23-20-17-15-14-16-19-22-25-29(2)3/h29-31,33,35-36,38H,4-28H2,1-3H3,(H,34,37)	N-hexadecanoyl-4-hydroxy-15-methylhexadecadihydrosphingosine	CCCCCCCCCCCCCCCC(=O)NC(CO)C(C(CCCCCCCCCCC(C)C)O)O	11.4	71581145	PubChem:(71581145);CHEBI:(74217)	34	559.541	235.181	6922_CARA_C18_pos_SIRIUS_5272
29632	3	3		-103.281	1.0	14.375	C26H51NO	[M + H]+	YMGHPIVBMBXPCR	InChI=1S/C26H51NO/c1-4-7-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26(28)27(24-8-5-2)25-9-6-3/h15-16H,4-14,17-25H2,1-3H3	N,N-Dibutyloleamide	CCCCCCCCC=CCCCCCCCC(=O)N(CCCC)CCCC	9.7	79907;5368048;6436342	PubChem:(79907 5368048 6436342);NORMAN:(NS00004658)	262146	394.401	166.431	5009_CARA_C18_pos_SIRIUS_29632
7886	1	1		-170.514	0.999	23.541	C26H48O	[M + Na]+	RRRVHPRHEJWEHW	InChI=1S/C26H48O/c1-21(2)19-26(7)20-25(6)16-10-14-23(4)12-8-11-22(3)13-9-15-24(5)17-18-27/h12-13,21,24-25,27H,7-11,14-20H2,1-6H3		CC(C)CC(=C)CC(C)CCCC(=CCCC(=CCCC(C)CCO)C)C	8.934		COCONUT:(CNP0328937);Natural Products:(UNPD92864);SuperNatural:(SN00347305)	3178496	399.357	132.11	6992_CARA_C18_pos_SIRIUS_7886
14220	4	6		-258.318	0.651	19.176	C26H24N2O4	[M - H2O + H]+	UGVVFOIUYBMKRX	InChI=1S/C26H24N2O4/c1-17(23(29)19-9-5-3-6-10-19)27-25(31)21-13-15-22(16-14-21)26(32)28-18(2)24(30)20-11-7-4-8-12-20/h3-18H,1-2H3,(H,27,31)(H,28,32)	N,N''-Bis(1-methyl-2-oxo-2-phenylethyl)terephthaldiamide	CC(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC(C)C(=O)C3=CC=CC=C3	4.1	118267	PubChem:(118267);NORMAN:(NS00057495)	262146	411.17	78.266	6430_CARA_C18_pos_SIRIUS_14220
23442	2	4		-39.528	0.709	28.666	C8H20NO6P	[M + H]+	SUHOQUVVVLNYQR	InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/p+1	Gliatilin (TN)	C[N+](C)(C)CCOP(=O)(O)OCC(CO)O	-2.3	823;11234;71920;71921;657272;439285;11184607;11184608;59514924;58381695;123809630;126551289;136212910;136212911	HMDB:(86);PubChem class - food;SuperNatural:(SN00002247);ZINC bio:(ZINC01532714 ZINC12493448);additional;MeSH:(11234 71920 657272);Plantcyc:(A-DXYL-PEN-);PubMed;COCONUT:(CNP0137851 CNP0411345);Natural Products:(UNPD6251);PubChem:(823 11234 71920 71921 657272 439285 11184607 11184608 59514924 58381695 123809630 126551289 136212910 136212911);CHEBI:(135063 16870 55397);PubChem class - bio and metabolites;KEGG:(C00670);PubChem class - safety and toxic;YMDB:(694 309);Training Set;PubChem class - drug;Biocyc:(L-1-GLYCERO-PHOSPHORYLCHOLINE)	255584622	258.11	15.309	6042_CARA_C18_pos_SIRIUS_23442
1716	2	2		-127.365	1.0	57.461	C43H85NO3	[M + H]+	QHPYSHVSWAOLHS	InChI=1S/C43H85NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(47)44-41(40-45)42(46)38-36-34-32-30-28-26-16-14-12-10-8-6-4-2/h36,38,41-42,45-46H,3-35,37,39-40H2,1-2H3,(H,44,47)	Ceramide (d18:1/25:0)	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O	17.7	9547202;21259866;54228626	COCONUT:(CNP0213439);HMDB:(4957);PubChem:(9547202 21259866 54228626);SuperNatural:(SN00216462);CHEBI:(134548);PubChem class - bio and metabolites;PubMed	19923050	664.657	261.473	1656_CARA_C18_pos_SIRIUS_1716
630	2	2		-75.911	0.999	40.635	C39H76O5	[M + H3N + H]+	RCTOLASVMYUSJR	InChI=1S/C39H76O5/c1-4-6-7-8-9-10-11-12-13-14-15-16-20-23-26-29-32-38(41)43-35-37(34-40)44-39(42)33-30-27-24-21-18-17-19-22-25-28-31-36(3)5-2/h36-37,40H,4-35H2,1-3H3		CCCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCC(C)CC	15.9	131802617	HMDB:(94063);PubChem:(131802617);PubChem class - bio and metabolites	16777226	642.598	253.295	3679_CARA_C18_pos_SIRIUS_630
32228	2	2		-62.649	0.513	5.37	C30H48O4	[M - H4O2 + H]+	HFGSQOYIOKBQOW	InChI=1S/C30H48O4/c1-17-10-13-30(25(33)34)15-14-28(6)19(23(30)18(17)2)8-9-22-27(5)16-20(31)24(32)26(3,4)21(27)11-12-29(22,28)7/h8,17-18,20-24,31-32H,9-16H2,1-7H3,(H,33,34)	Glucosol	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O	6.4	155934;165244;470602;5316084;5318379;6918774;9847658;10896030;9956481;11583679;11655818;15917996;15917997;15917998;16039579;21123469;23577145;21309789;21363056;25256762;24721200;24825669;45481653;44132837;44201325;44201326;53874251;57932400;69051237;68210718;68210804;71221581;90656890;92472178;95224680;95224682;95359209;97041978;101624719;102286727;102484306;125032747;125032748;124578449;126511423;124356185;129008968;131706992;133612063;134688592;137705013;137796109	SuperNatural:(SN00383934 SN00143592 SN00322947 SN00037217 SN00336999 SN00369126 SN00342230 SN00162175 SN00036492 SN00159348 SN00162327 SN00040949 SN00166713 SN00297400 SN00244463 SN00040948 SN00244297 SN00393806 SN00304404);ZINC bio:(ZINC08829484 ZINC14980286 ZINC67912742 ZINC67912745);additional;MeSH:(6918774);PubMed;COCONUT:(CNP0215187 CNP0362711);KNApSAcK:(29451);Natural Products:(UNPD150242 UNPD226635 UNPD113621 UNPD31388 UNPD176626 UNPD156858 UNPD229654 UNPD34963 UNPD1448 UNPD11080 UNPD100062 UNPD36115);PubChem:(155934 165244 470602 5316084 5318379 6918774 9847658 10896030 9956481 11583679 11655818 15917996 15917997 15917998 16039579 21123469 23577145 21309789 21363056 25256762 24721200 24825669 45481653 44132837 44201325 44201326 53874251 57932400 69051237 68210718 68210804 71221581 90656890 92472178 95224680 95224682 95359209 97041978 101624719 102286727 102484306 125032747 125032748 124578449 126511423 124356185 129008968 131706992 133612063 134688592 137705013 137796109);CHEBI:(67895);Training Set;KEGG Mine	8593662070	437.344	155.17	4233_CARA_C18_pos_SIRIUS_32228
11293	3	3		-19.954	0.996	35.12	C33H64O5	[M - H2O + H]+	OSTJMQGXTNDGIH	InChI=1S/C33H64O5/c1-3-5-7-9-10-11-12-13-14-15-16-17-18-19-20-21-22-24-26-28-33(36)38-31(29-34)30-37-32(35)27-25-23-8-6-4-2/h31,34H,3-30H2,1-2H3		CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCC	13.0	54167611;131802106	HMDB:(92951);PubChem:(54167611 131802106);PubChem class - bio and metabolites	16777226	523.469	215.077	5165_CARA_C18_pos_SIRIUS_11293
24528	1	7		-416.459	0.049	3.731	C43H47NO8	[M - H2O + H]+	UQCHIYNIYROQTB	InChI=1S/C43H47NO8/c44-25-52-38-20-26(12-16-35(38)47)11-14-31(46)22-36(48)32-15-13-28-21-34(43(17-4-5-18-43)29-8-2-1-3-9-29)40(32)33-23-37(49)41(50)42(39(28)33)51-24-27-7-6-10-30(45)19-27/h1-3,6-10,12-13,15-16,19-20,23,28,32,34,36,40,45,47-50H,4-5,11,14,17-18,21-22,24-25,44H2		C1CCC(C1)(C2CC3C=CC(C2C4=CC(=C(C(=C34)OCC5=CC(=CC=C5)O)O)O)C(CC(=O)CCC6=CC(=C(C=C6)O)OCN)O)C7=CC=CC=C7	7.079		COCONUT:(CNP0261938);SuperNatural:(SN00175822)	3145728	688.328	38.033	1621_CARA_C18_pos_SIRIUS_24528
6379	1	2		-166.816	0.862	17.389	C23H36O4	[M + Na]+	SRGFWRMSKPVJOD	InChI=1S/C23H36O4/c1-3-4-5-6-7-8-9-10-11-12-20(24)18-21(25)15-13-19-14-16-22(26)23(17-19)27-2/h14,16-17,26H,3-13,15,18H2,1-2H3		CCCCCCCCCCCC(=O)CC(=O)CCC1=CC(=C(C=C1)O)OC	6.405	86251913	COCONUT:(CNP0189736);HMDB:(39278);Natural Products:(UNPD43151);PubChem:(86251913);SuperNatural:(SN00162297);PubChem class - bio and metabolites	19955722	399.249	53.683	5268_CARA_C18_pos_SIRIUS_6379
7057	1	4		-118.601	0.164	53.174	C18H34O5	[M + K]+	XSKPTXLSWNXFMY	InChI=1S/C18H34O5/c19-16(13-9-5-3-7-11-15-18(22)23)12-8-4-1-2-6-10-14-17(20)21/h16,19H,1-15H2,(H,20,21)(H,22,23)	9-hydroxyoctadecanedioic acid	C(CCCCC(=O)O)CCCC(CCCCCCCC(=O)O)O	4.5	22000992	COCONUT:(CNP0307682);Natural Products:(UNPD7994);PubChem:(22000992);SuperNatural:(SN00337783)	3178498	369.207	84.375	4856_CARA_C18_pos_SIRIUS_7057
10099	3	4		-80.821	0.365	28.992	C36H66O5	[M - H2O + H]+	MHCWPULAANBCFD	InChI=1S/C36H66O5/c1-3-5-7-9-11-13-15-17-18-19-21-22-24-26-28-30-35(38)40-33-34(32-37)41-36(39)31-29-27-25-23-20-16-14-12-10-8-6-4-2/h11,13,17-18,34,37H,3-10,12,14-16,19-33H2,1-2H3	Diacylglycerol(18:2/15:0)	CCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCC=CCCCCC	13.0	53478100;134749432	COCONUT:(CNP0371843);HMDB:(7242);PubChem:(53478100 134749432);SuperNatural:(SN00217078);PubChem class - bio and metabolites	19922954	561.484	301.545	4034_CARA_C18_pos_SIRIUS_10099
933	2	2		-47.083	1.0	21.666	C44H87NO3	[M - H2O + H]+	CJROVRTUSFQVMR	InChI=1S/C44H87NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-16-14-12-10-8-6-4-2/h37,39,42-43,46-47H,3-36,38,40-41H2,1-2H3,(H,45,48)	C26 Ceramide	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O	18.3	5283570;57704324;74961299;124511246;131705478	COCONUT:(CNP0336108);HMDB:(4955);PubChem:(5283570 57704324 74961299 124511246 131705478);SuperNatural:(SN00216461);CHEBI:(72968);ZINC bio:(ZINC40164469);PubChem class - bio and metabolites	19931178	660.661	247.085	634_CARA_C18_pos_SIRIUS_933
7845	1	1		-410.131	1.0	16.523	C34H67NO6	[M + H3N + H]+	TYTPMCKKAHEBIO	InChI=1S/C34H67NO6/c1-4-6-8-10-12-14-16-18-20-22-24-29(25-23-21-19-17-15-13-11-9-7-5-2)27-40-34-31(35-28(3)37)33(39)32(38)30(26-36)41-34/h29-34,36,38-39H,4-27H2,1-3H3,(H,35,37)	2-dodecyltetradecyl 2-(acetylamino)-2-deoxyhexopyranoside	CCCCCCCCCCCCC(CCCCCCCCCCCC)COC1C(C(C(C(O1)CO)O)O)NC(=O)C	10.8	3769402;11836809;98535744;124833579;124833580;124833581	COCONUT:(CNP0243092);PubChem:(3769402 11836809 98535744 124833579 124833580 124833581);SuperNatural:(SN00077250);ZINC bio:(ZINC08453820)	3153922	603.531	190.564	1141_CARA_C18_pos_SIRIUS_7845
1950	1	1		-146.628	0.986	8.601	C35H66O5	[M + H3N + H]+	HMLMESHNDWTNJR	InChI=1S/C35H66O5/c1-3-5-7-9-11-13-15-16-17-18-20-21-23-25-27-29-34(37)39-32-33(31-36)40-35(38)30-28-26-24-22-19-14-12-10-8-6-4-2/h16-17,33,36H,3-15,18-32H2,1-2H3	Diacylglycerol(18:1n9/14:0)	CCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC	13.1	53884923;53478086;88290582;88290583	COCONUT:(CNP0047448);HMDB:(7211);PubChem:(53884923 53478086 88290582 88290583);SuperNatural:(SN00217048);YMDB Mine;CHEBI:(75446);PubChem class - bio and metabolites	34379661354	584.525	191.174	7262_CARA_C18_pos_SIRIUS_1950
21611	3	3		-119.178	0.878	16.07	C15H26O3	[M + H3N + H]+	VYGRCVWARMYZPO	InChI=1S/C15H26O3/c1-13(2)7-5-8-14(3)10(13)6-9-15(4,18)11(14)12(16)17/h10-11,18H,5-9H2,1-4H3,(H,16,17)	(1R,2R,8aS)-2-hydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalene-1-carboxylic acid	CC1(CCCC2(C1CCC(C2C(=O)O)(C)O)C)C	3.9	59707390;71461981	COCONUT:(CNP0343019);Natural Products:(UNPD211490);PubChem:(59707390 71461981);PubMed	2129986	272.22	129.113	4972_CARA_C18_pos_SIRIUS_21611
5801	1	1		-307.596	0.998	13.8	C43H80O2	[M + Na]+	LLMAHAZOKKNAOE	InChI=1S/C43H80O2/c1-32(2)17-11-18-33(3)19-12-20-34(4)21-13-22-35(5)23-14-24-36(6)25-15-26-37(7)27-16-28-38(8)29-30-41-31-42(44)39(9)40(10)43(41)45/h31-38,44-45H,11-30H2,1-10H3	5-(3,7,11,15,19,23,27-heptamethyloctacosyl)-2,3-dimethylbenzene-1,4-diol	CC1=C(C=C(C(=C1C)O)CCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C)O	16.187	448500;70701349	PubChem:(448500 70701349);PubChem class - bio and metabolites	16777218	651.601	309.588	505_CARA_C18_pos_SIRIUS_5801
27753	1	3		-219.511	0.432	12.959	C38H68O5	[M + H3N + H]+	XVMODRSDRHLTLH	InChI=1S/C38H68O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-33-38(41)43-35-36(39)34-42-37(40)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h13,15,18-20,22,36,39H,3-12,14,16-17,21,23-35H2,1-2H3		CCCCCCCCC=CCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCCC)O	13.1	131801873	PubChem:(131801873);HMDB:(56163)	10	622.536	63.105	4821_CARA_C18_pos_SIRIUS_27753
4643	1	1		-48.365	0.995	28.172	C21H42O4	[M + Na]+	VBICKXHEKHSIBG	InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3	Sandin EU	CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	6.464	24699;15560610;15560611;71752241;71752242;88344442	HMDB:(11131);PubChem class - food;SuperNatural:(SN00261633 SN00355359);ZINC bio:(ZINC08214395 ZINC32839026);additional;MeSH:(24699);Plantcyc:(CPD-16717);PubMed;NORMAN:(NS00006688);COCONUT:(CNP0209220);KNApSAcK:(30409);Natural Products:(UNPD144227 UNPD118569);PubChem:(24699 15560610 15560611 71752241 71752242 88344442);YMDB Mine;CHEBI:(75553 75557 75555 75550);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15693 CPD3IU-1679 CPD3IU-24 CPD3IU-17 CPD3IU-10 CPD3IU-481 CPD-10575 CPD-16717 CPD3IU-818 CPD3IU-333 CPD3IU-331 CPD3IU-14 CPD3IU-1582 2-AMINO-3-CARBOXYMUCONATE_SEMIALDEHYDE CPD-8119 CPD3IU-192 CPD3IU-329 CPD3IU-478 A-3-OXO-ACYL-COA CPD3IU-11 CPD3IU-56 CPD3IU-21 CPD-11657 CPD3IU-22 CPD3IU-18 CPD3IU-7 CPD3IU-13 CPD3IU-189 CPD3IU-2244 CPD3IU-34 CPD-12200 CPD3IU-3 CPD3IU-484 LACTOSE CPD3IU-12 CPD3IU-1605 CPD3IU-482 CPD3IU-23 CPD3IU-26 D-GALACTOSAMINE-6-PHOSPHATE CPD3IU-20 CPD3IU-4 CPD0-2224 CPD3IU-142 CPD3IU-251 CPD3IU-15 CPD3IU-16 CPD3IU-6 CPD3IU-0 CPD3IU-64 2-DEOXYRIBOSE CPD3IU-25 CPD3IU-300 572428-ERGOSTATRIENOL CPD3IU-1524 3-DEHYDRO-ALPHA-GLUCOSE);KEGG Mine	60351768702	381.295	86.678	6023_CARA_C18_pos_SIRIUS_4643
11814	1	1		-158.446	0.976	10.47	C35H70O5	[M - H2O + H]+	YLBOKUFLARRKAJ	InChI=1S/C35H70O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-35(38)40-33(31-36)32-39-34(37)29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,33-38H,3-16,19-32H2,1-2H3		CCCCCCCCCCCCCCC(O)OCC(CO)OC(CCCCCCC=CCCCCCCCC)O	12.8	137348090;139033388	PubChem:(137348090 139033388);PubChem class - bio and metabolites	16777218	553.515	257.925	6259_CARA_C18_pos_SIRIUS_11814
25545	3	4		-203.987	0.518	60.241	C19H28O5	[M + H3N + H]+	DTUNXJRSMOTKGD	InChI=1S/C19H28O5/c1-4-5-6-7-17(24-14(2)20)13-16(21)10-8-15-9-11-18(22)19(12-15)23-3/h9,11-12,17,22H,4-8,10,13H2,1-3H3		CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)OC(=O)C	3.7	85651310;91715794	COCONUT:(CNP0137064);Natural Products:(UNPD195196 UNPD67442);PubChem:(85651310 91715794);SuperNatural:(SN00372513 SN00159547)	3178498	354.23	56.454	6704_CARA_C18_pos_SIRIUS_25545
8174	1	1		-472.867	1.0	11.111	C34H57N3O2	[M - H2O + H]+	SHPJEQBMSBAEBB	InChI=1S/C34H57N3O2/c1-21(18-35-3)6-5-7-22-12-27-29-24(9-10-25(37-29)19-36-4)16-34-28(17-32(27,34)14-22)33(39)15-23-8-11-26(30(34)38)31(2,13-23)20-33/h8,11,21-30,35-39H,5-7,9-10,12-20H2,1-4H3		CC(CCCC1CC2C3C(CCC(N3)CNC)CC45C2(C1)CC4C6(CC7CC(C6)(C(C5O)C=C7)C)O)CNC	4.76		COCONUT:(CNP0029812 CNP0089546);SuperNatural:(SN00170488)	3145728	522.446	135.732	876_CARA_C18_pos_SIRIUS_8174
27001	1	1		-142.128	1.0	13.835	C18H38N2O2	[M + H3N + H]+	GFVTUBMIUWNDMN	InChI=1S/C18H38N2O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-18(22)20-15-14-19-16-17-21/h19,21H,2-17H2,1H3,(H,20,22)	N-(2-((2-Hydroxyethyl)amino)ethyl)myristamide	CCCCCCCCCCCCCC(=O)NCCNCCO	4.7	104666	PubChem:(104666);NORMAN:(NS00032910)	262146	332.327	51.186	7044_CARA_C18_pos_SIRIUS_27001
6424	1	1		-116.155	0.998	45.753	C22H34O2	[M + Na]+	PIFPCDRPHCQLSJ	InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,7-8,10-11,14-15,18-19H,2,5-6,9,12-13,16-17,20-21H2,1H3,(H,23,24)	4,8,12,15,19-Docosapentaenoicacid	CCC=CCCC=CCC=CCCC=CCCC=CCCC(=O)O	6.1	102281;5282849;87438437;125183355;125183356;124356278	NORMAN:(NS00047113);COCONUT:(CNP0194207);HMDB:(39133);Natural Products:(UNPD142990);PubChem:(102281 5282849 87438437 125183355 125183356 124356278);SuperNatural:(SN00243650);PubChem class - bio and metabolites	20217866	353.243	118.218	5786_CARA_C18_pos_SIRIUS_6424
2533	2	2		-165.884	0.999	47.012	C47H93NO6	[M - H4O2 + H]+	BJYLRAOYZPHTLY	InChI=1S/C47H93NO6/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-25-26-28-30-32-34-36-38-43(50)46(53)40-45(52)42(41-49)48-47(54)44(51)39-37-35-33-31-29-27-24-18-16-14-12-10-8-6-4-2/h32,34,42-46,49-53H,3-31,33,35-41H2,1-2H3,(H,48,54)		CCCCCCCCCCCCCCCCCCC=CCCC(C(CC(C(CO)NC(=O)C(CCCCCCCCCCCCCCCCC)O)O)O)O	14.678		COCONUT:(CNP0092857);SuperNatural:(SN00177834)	3145728	732.686	248.735	2851_CARA_C18_pos_SIRIUS_2533
830	1	1		-90.692	1.0	58.518	C28H56O2	[M + H3N + H]+	UTOPWMOLSKOLTQ	InChI=1S/C28H56O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28(29)30/h2-27H2,1H3,(H,29,30)	montanate	CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O	11.546	10470;5461029	HMDB:(2348);SuperNatural:(SN00157869 SN00374356);MeSH:(10470);Plantcyc:(CPD-7833);PubMed;NORMAN:(NS00013426);COCONUT:(CNP0027659 CNP0273906);KNApSAcK:(51638);Natural Products:(UNPD161357);PubChem:(10470 5461029);CHEBI:(31002 31001);PubChem class - bio and metabolites;KEGG:(C21933);Biocyc:(CPD-7833)	20351358	442.459	254.886	2937_CARA_C18_pos_SIRIUS_830
3376	3	3		-159.533	0.762	42.07	C25H50N2O2	[M + H]+	DIHCYFIQOLPTQW	InChI=1S/C25H50N2O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-25(28)26-19-17-20-27-21-23-29-24-22-27/h2-24H2,1H3,(H,26,28)	N-(3-Stearamidopropyl)morpholine	CCCCCCCCCCCCCCCCCC(=O)NCCCN1CCOCC1	8.0	108780	PubChem:(108780);NORMAN:(NS00014113)	262146	411.396	335.683	1143_CARA_C18_pos_SIRIUS_3376
11278	3	3		-121.637	0.648	6.477	C48H95NO4	[M - H2O + H]+	KSVODRGOBYCXKF	InChI=1S/C48H95NO4/c1-2-3-4-5-6-7-8-24-27-30-33-36-39-42-47(52)46(45-51)49-48(53)43-40-37-34-31-28-25-22-20-18-16-14-12-10-9-11-13-15-17-19-21-23-26-29-32-35-38-41-44-50/h39,42,46-47,50-52H,2-38,40-41,43-45H2,1H3,(H,49,53)	N-[(E)-1,3-dihydroxyoctadec-4-en-2-yl]-30-hydroxytriacontanamide	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCO)O	18.9	59593568;72334487;131708300	PubChem:(59593568 72334487 131708300);CHEBI:(138664);Biocyc:(CPD-22026);KEGG Mine	8589936674	732.72	261.473	7021_CARA_C18_pos_SIRIUS_11278
19518	3	3		-82.492	1.0	15.149	C14H26O3	[M - H2O + H]+	FCMLVMXRWKFUTG	InChI=1S/C14H26O3/c1-2-3-4-5-6-7-10-13(15)11-8-9-12-14(16)17/h2-12H2,1H3,(H,16,17)	6CO Myristic acid	CCCCCCCCC(=O)CCCCC(=O)O	3.6	454063	COCONUT:(CNP0241941);HMDB:(30982);Natural Products:(UNPD113426);PubChem:(454063);SuperNatural:(SN00271145);PubChem class - bio and metabolites;PubMed	19955786	225.184	47.551	6945_CARA_C18_pos_SIRIUS_19518
4085	1	1		-100.555	1.0	67.825	C16H34O2	[M + Na]+	GJBXIPOYHVMPQJ	InChI=1S/C16H34O2/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18/h17-18H,1-16H2	1,16-hexadecandiol	C(CCCCCCCCO)CCCCCCCO	5.57	82184	SuperNatural:(SN00360041);ZINC bio:(ZINC04521552);Plantcyc:(CPD-17642);PubMed;NORMAN:(NS00037911);COCONUT:(CNP0114182);KNApSAcK:(7433);Natural Products:(UNPD26384);PubChem:(82184);PubChem class - bio and metabolites;PubChem class - safety and toxic;Biocyc:(CPD-17642);KEGG Mine	8677402706	281.246	107.214	7874_CARA_C18_pos_SIRIUS_4085
25526	4	6		-179.047	0.814	48.077	C25H29NO3	[M + H3N + H]+	WDZLVHIBMTUNIE	InChI=1S/C25H29NO3/c1-4-5-6-7-8-15-29-25(27)22-17-24(19-10-12-20(28-3)13-11-19)26-23-14-9-18(2)16-21(22)23/h9-14,16-17H,4-8,15H2,1-3H3	heptyl 2-(4-methoxyphenyl)-6-methylquinoline-4-carboxylate	CCCCCCCOC(=O)C1=CC(=NC2=C1C=C(C=C2)C)C3=CC=C(C=C3)OC	6.9	3766587	PubChem:(3766587);PubChem class - safety and toxic	67108866	409.247	80.673	1598_CARA_C18_pos_SIRIUS_25526
3545	1	1		-216.767	1.0	30.227	C38H74O3	[M + H]+	WOFMAJCUSCPBFC	InChI=1S/C38H74O3/c1-7-16-31(4)18-13-9-8-10-14-19-32(5)23-25-40-29-35(28-39)41-26-24-33(6)21-22-36-37-27-34(38(36)37)20-15-11-12-17-30(2)3/h30-39H,7-29H2,1-6H3		CCCC(C)CCCCCCCC(C)CCOCC(CO)OCCC(C)CCC1C2C1C(C2)CCCCCC(C)C	14.1	42627332	PubChem:(42627332);PubChem class - bio and metabolites	16777218	579.566	247.6	773_CARA_C18_pos_SIRIUS_3545
21851	1	1		-202.423	1.0	25.649	C18H35NO4	[M + H3N + H]+	KFXDHGFKZUDVAR	InChI=1S/C18H35NO4/c1-4-5-6-7-8-9-10-11-12-13-14-23-18(22)19-16(15(2)3)17(20)21/h15-16H,4-14H2,1-3H3,(H,19,22)(H,20,21)	N-Dodecoxycarbonylvaline	CCCCCCCCCCCCOC(=O)NC(C(C)C)C(=O)O	6.5	3083478;9883947;18699370	MeSH:(3083478);PubChem:(3083478 9883947 18699370);PubMed	70	347.292	108.385	1930_CARA_C18_pos_SIRIUS_21851
1746	1	4		-154.497	0.87	71.388	C20H42O2	[M + Na]+	ICIDSZQHPUZUHC	InChI=1S/C20H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-22-20-18-21/h21H,2-20H2,1H3	Steareth-2	CCCCCCCCCCCCCCCCCCOCCO	7.309	75050;129725234	NORMAN:(NS00048617);COCONUT:(CNP0345873);PubChem class - food;PubChem:(75050 129725234);MeSH:(75050);PubChem class - safety and toxic;PubMed	203685958	337.309	175.724	506_CARA_C18_pos_SIRIUS_1746
3585	2	2		-124.925	1.0	32.707	C39H76O5	[M + H3N + H]+	YSONRLWYBXFRCL	InChI=1S/C39H76O5/c1-4-6-7-8-9-10-11-12-13-14-15-16-21-24-27-30-33-39(42)44-37(34-40)35-43-38(41)32-29-26-23-20-18-17-19-22-25-28-31-36(3)5-2/h36-37,40H,4-35H2,1-3H3		CCCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCC(C)CC	15.9	131802506	HMDB:(93826);PubChem:(131802506);PubChem class - bio and metabolites	16777226	642.608	266.568	5272_CARA_C18_pos_SIRIUS_3585
