shared name	CSI_#adducts	CSI_#predictedFPs	CSI_ConfidenceScore	CSI_CSI:FingerIDScore	CSI_ZodiacScore	CSI_SiriusScore	CSI_molecularFormula	CSI_adduct	CSI_InChIkey2D	CSI_InChI	CSI_name	CSI_smiles	CSI_xlogp	CSI_pubchemids	CSI_links	CSI_dbflags	CSI_ionMass	CSI_retentionTimeInSeconds	CSI_id
1859	2	2		-39.584	1.0	91.869	C7H12N2O4	[M - H]-	KSMRODHGGIIXDV	InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)	Acutil-S	CC(=O)NC(CCC(=O)N)C(=O)O	-1.416	25560;25561;182230;444019;6999103;36691075;101115818;101115819;138397724	HMDB:(6029);SuperNatural:(SN00216610);ZINC bio:(ZINC01731762 ZINC02019886);additional;MeSH:(25561 182230);PubMed;NORMAN:(NS00013335);COCONUT:(CNP0348435);PubChem:(25560 25561 182230 444019 6999103 36691075 101115818 101115819 138397724);CHEBI:(73685 143879 143880 21553 144430);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;YMDB:(1757);Training Set;KEGG Mine	25857712238	187.072	106.995	4860_CARA_HILIC_neg_SIRIUS_charge0_removed_1859
1924	3	3		-50.03	1.0	32.192	C6H8N2O2	[M - H]-	ZCKYOWGFRHAZIQ	InChI=1S/C6H8N2O2/c9-6(10)2-1-5-3-7-4-8-5/h3-4H,1-2H2,(H,7,8)(H,9,10)	dihydrourocanate	C1=C(NC=N1)CCC(=O)O	0.205	70630;18976074	HMDB:(2271);ZINC bio:(ZINC08294944 ZINC24690773);MeSH:(70630);PubMed;NORMAN:(NS00023463);COCONUT:(CNP0199628);KNApSAcK:(50820);Natural Products:(UNPD176580);PubChem:(70630 18976074);CHEBI:(72991 73087);PubChem class - bio and metabolites;KEGG:(C20522);PubChem class - safety and toxic;Biocyc:(CPD-15171)	86288766	139.052	155.822	1783_CARA_HILIC_neg_SIRIUS_charge0_removed_1924
6113	1	2		-448.939	0.011	7.41	C47H49N3O8	[M + Br]-	PSSPCMKOUKCLSW	InChI=1S/C47H49N3O8/c1-48-26-56-47-24-38-37-21-30(19-27-8-13-39-28(18-27)14-15-50-39)36-23-32(53)9-11-34(36)42(37)45-35(12-10-33(25-52)57-45)44(38)58-46(47)31-20-29(6-5-16-51)43(54)40(22-31)55-17-4-3-7-41(47)49-2/h8-9,11,13-15,18,20,22-23,30,33,41,46,48-49,51-52H,4-6,10,12,16-17,19,21,24-26H2,1-2H3,(H-,53,54)/p+1		CNCOC12CC3=C4CC(C5=C(C4=C6C(=C3OC1C7=CC(=C(C(=C7)OCCC#CC2NC)O)CCCO)CCC(O6)CO)C=CC(=C5)O)CC8=CC=C9C(=CC=N9)[CH+]8	0.0		COCONUT:(CNP0015604)	2097152	862.27	223.343	768_CARA_HILIC_neg_SIRIUS_charge0_removed_6113
6185	3	5		-235.036	0.236	2.619	C16H27N5O6	[M - H]-	XUGMMFUADULYOL	InChI=1S/C16H27N5O6/c1-8(13(23)20-9(2)16(26)27)19-15(25)11(5-6-12(17)22)21-14(24)10-4-3-7-18-10/h8-11,18H,3-7H2,1-2H3,(H2,17,22)(H,19,25)(H,20,23)(H,21,24)(H,26,27)	2-[2-[[5-amino-5-oxo-2-(pyrrolidine-2-carbonylamino)pentanoyl]amino]propanoylamino]propanoic acid	CC(C(=O)NC(C)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C1CCCN1	-1.702	20011845;72187577	PubChem:(20011845 72187577);PubChem class - bio and metabolites	16777218	384.188	163.515	2236_CARA_HILIC_neg_SIRIUS_charge0_removed_6185
3779	1	1		-399.172	1.0	16.498	C28H58O4	[M - H2O - H]-	UMVLSQZPVBZHFH	InChI=1S/C28H58O4/c1-26(30)25-28(32)22-20-18-16-14-12-10-8-6-4-2-3-5-7-9-11-13-15-17-19-21-27(31)23-24-29/h26-32H,2-25H2,1H3		CC(CC(CCCCCCCCCCCCCCCCCCCCCC(CCO)O)O)O	9.4	121434346	COCONUT:(CNP0254930);Natural Products:(UNPD158150);PubChem:(121434346);SuperNatural:(SN00280207)	3178498	439.415	64.329	3300_CARA_HILIC_neg_SIRIUS_charge0_removed_3779
10156	3	3		-167.257	1.0	30.659	C9H14O4	[M - H]-	LUCODFUPVSYZRC	InChI=1S/C9H14O4/c1-7(10)8(11)5-3-2-4-6-9(12)13/h2-6H2,1H3,(H,12,13)	7,8-diketopelargonate	CC(=O)C(=O)CCCCCC(=O)O	0.3	458121;90659110	PubChem:(458121 90659110);YMDB Mine;CHEBI:(139386);ZINC bio:(ZINC05854976);EcoCyc Mine;Biocyc:(CPD0-1485 MGCL2);KEGG Mine	60129552418	185.081	72.434	2533_CARA_HILIC_neg_SIRIUS_charge0_removed_10156
3142	3	3		-68.238	1.0	82.526	C6H9NO5	[M - H]-	ADZLWSMFHHHOBV	InChI=1S/C6H9NO5/c8-3-7-4(6(11)12)1-2-5(9)10/h3-4H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	formylglutamate	C(CC(=O)O)C(C(=O)O)NC=O	-1.0	102672;439376;5459967;21117755;24771764;24771765	HMDB:(3470);SuperNatural:(SN00216276);ZINC bio:(ZINC01532827 ZINC05112941);MeSH:(102672 439376);PubMed;NORMAN:(NS00046089);COCONUT:(CNP0083446);PubChem:(102672 439376 5459967 21117755 24771764 24771765);YMDB Mine;CHEBI:(17684 48309);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01045);Biocyc:(CPD-600)	51559803246	174.041	102.469	4828_CARA_HILIC_neg_SIRIUS_charge0_removed_3142
7855	3	2		-493.744	0.294	29.246	C34H61NO7	[M - H4O2 - H]-	RSHBIRNVDWAZCE	InChI=1S/C34H61NO7/c1-6-14-32-33(39)35-23-29(36)22-31(38)30(37)20-19-28(24-41-5)18-13-17-25(2)15-11-9-7-8-10-12-16-26(3)21-27(4)34(40)42-32/h13,17-18,25-27,29-32,36-38H,6-12,14-16,19-24H2,1-5H3,(H,35,39)		CCCC1C(=O)NCC(CC(C(CCC(=CC=CC(CCCCCCCCC(CC(C(=O)O1)C)C)C)COC)O)O)O	7.1	102145535	COCONUT:(CNP0255928);Natural Products:(UNPD89444 UNPD85978);PubChem:(102145535);SuperNatural:(SN00242098 SN00313068);additional	3702786	558.412	105.471	4539_CARA_HILIC_neg_SIRIUS_charge0_removed_7855
7938	1	2		-170.33	0.031	9.422	C15H10N2S2	[M + Br]-	ZRXNLCFJIKBZCA	InChI=1S/C15H10N2S2/c1-3-7-12-10(5-1)16-14(18-12)9-15-17-11-6-2-4-8-13(11)19-15/h1-8H,9H2	Oprea1_055974	C1=CC=C2C(=C1)N=C(S2)CC3=NC4=CC=CC=C4S3	4.8	74755	NORMAN:(NS00026343);PubChem class - safety and toxic;PubChem:(74755);PubMed	67371074	360.95	110.794	1872_CARA_HILIC_neg_SIRIUS_charge0_removed_7938
1893	3	5		-108.171	0.034	8.533	C29H58NO8P	[M - H2O - H]-	UONUTRJLTCLGFE	InChI=1S/C29H58NO8P/c1-3-5-7-9-11-12-13-14-15-16-18-19-21-28(31)35-25-27(26-37-39(33,34)36-24-23-30)38-29(32)22-20-17-10-8-6-4-2/h27H,3-26,30H2,1-2H3,(H,33,34)		CCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC	5.9	76936783	PubChem:(76936783);PubChem class - bio and metabolites	16777218	560.369	104.449	190_CARA_HILIC_neg_SIRIUS_charge0_removed_1893
10726	3	1		-121.791	1.0	35.593	C14H26N2O10	[M - H]-	BXVPZDGOKHWNAM	InChI=1S/C14H26N2O10/c1-4(19)16-8-11(22)9(20)5(2-17)25-14(8)26-12-6(3-18)24-13(23)7(15)10(12)21/h5-14,17-18,20-23H,2-3,15H2,1H3,(H,16,19)	N-monoacetylchitobiose	CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)O)CO)CO)O)O	-5.0	9842935;16739579;46878512;46878513;46878525;73317316	EcoCyc Mine;KEGG:(C21747);PubChem:(9842935 16739579 46878512 46878513 46878525 73317316);CHEBI:(59927 59922 59910 59928);KEGG Mine	25769804066	381.15	90.536	3485_CARA_HILIC_neg_SIRIUS_charge0_removed_10726
4776	3	2		-417.254	0.169	22.187	C18H24N4O2S2	[M - H]-	OSLXMFIVPURNBZ	InChI=1S/C18H24N4O2S2/c1-12-20-16(9-17(21-12)18-4-3-7-25-18)15-11-22-6-5-13(15)8-14(22)10-19-26(2,23)24/h3-4,7,9,13-15,19H,5-6,8,10-11H2,1-2H3		CC1=NC(=CC(=N1)C2CN3CCC2CC3CNS(=O)(=O)C)C4=CC=CS4	1.8	26742406	COCONUT:(CNP0067297 CNP0386250);PubChem:(26742406);SuperNatural:(SN00021632);ZINC bio:(ZINC15672554)	3153922	391.129	129.902	2137_CARA_HILIC_neg_SIRIUS_charge0_removed_4776
8201	3	3		-16.705	1.0	86.463	C9H11NO3	[M - H]-	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.268	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	180.066	136.472	2813_CARA_HILIC_neg_SIRIUS_charge0_removed_8201
2250	1	1		-286.178	1.0	21.241	C5H9ClFN3O2	[M - H]-	GXBOHUAFQNRVRA	InChI=1S/C5H9ClFN3O2/c6-1-4-10(9-12)5(11)8-3-2-7/h1-4H2,(H,8,11)	N-(2-Chloroethyl)-N''-(2-fluoroethyl)nitrosourea	C(CF)NC(=O)N(CCCl)N=O	1.15	203111;450683	PubChem class - safety and toxic;PubChem:(203111 450683);PubMed	67108930	196.028	153.359	4472_CARA_HILIC_neg_SIRIUS_charge0_removed_2250
10742	3	4		-268.344	0.025	36.107	C16H15NO4S	[M - H]-	IPPHCXGEWUIJGY	InChI=1S/C16H15NO4S/c18-15(20-13-7-3-1-4-8-13)17-11-12-22-16(19)21-14-9-5-2-6-10-14/h1-10H,11-12H2,(H,17,18)	Phenyl N-(2-(phenylthiolcarbonate)ethyl) carbamate	C1=CC=C(C=C1)OC(=O)NCCSC(=O)OC2=CC=CC=C2	3.9	34181	PubChem:(34181);PubChem class - safety and toxic	67108866	316.067	105.235	17_CARA_HILIC_neg_SIRIUS_charge0_removed_10742
431	3	3		-157.963	1.0	56.316	C11H16O5	[M - H]-	ZVMSPBRNCJKZRT	InChI=1S/C11H16O5/c1-8(12)4-2-3-5-9(11(15)16)6-7-10(13)14/h6H,2-5,7H2,1H3,(H,13,14)(H,15,16)		CC(=O)CCCCC(=CCC(=O)O)C(=O)O	0.5	101893000	PubChem:(101893000);COCONUT:(CNP0281520)	2097154	227.092	71.024	170_CARA_HILIC_neg_SIRIUS_charge0_removed_431
7879	3	3		-161.414	1.0	59.089	C14H24O5	[M - H2O - H]-	PJQUDRJHWUHSGO	InChI=1S/C14H24O5/c15-13(16)7-5-3-1-2-4-6-11-8-9-12(19-11)10-14(17)18/h11-12H,1-10H2,(H,15,16)(H,17,18)	8-[5-(carboxymethyl)oxolan-2-yl]octanoic acid	C1CC(OC1CCCCCCCC(=O)O)CC(=O)O	2.4	13220197;71445486	COCONUT:(CNP0176945);Natural Products:(UNPD163878 UNPD194140);PubChem:(13220197 71445486);SuperNatural:(SN00355413 SN00243387)	3178498	253.144	71.109	187_CARA_HILIC_neg_SIRIUS_charge0_removed_7879
6811	3	3		-139.697	0.991	12.205	C8H19NO7	[M - H4O2 - H]-	KGQLHIBPZMFCTC	InChI=1S/C8H19NO7/c9-1-3(11)5(13)7(15)8(16)6(14)4(12)2-10/h3-8,10-16H,1-2,9H2	Glucotalooctamine	C(C(C(C(C(C(C(CO)O)O)O)O)O)O)N	-4.237	195744;22863345;124580565;125357376;125357377;125357378	MeSH:(195744);PubChem:(195744 22863345 124580565 125357376 125357377 125357378);PubMed	70	204.088	139.403	2144_CARA_HILIC_neg_SIRIUS_charge0_removed_6811
4385	1	1		-290.584	1.0	16.729	C19H41NO4	[M - H]-	RTFMGIDFSSEAGW	InChI=1S/C19H42NO4/c1-2-3-4-5-6-7-8-9-10-11-18-24-19-20(12-15-21,13-16-22)14-17-23/h21-23H,2-19H2,1H3/q+1	Dodecoxymethyl-tris(2-hydroxyethyl)azanium	CCCCCCCCCCCCOC[N+](CCO)(CCO)CCO	3.8	3018618	PubChem:(3018618);NORMAN:(NS00059818)	262146	346.294	108.744	949_CARA_HILIC_neg_SIRIUS_charge0_removed_4385
7703	1	1		-303.797	0.884	15.403	C50H48O12	[M - H]-	NYWCVTMERWKLGP	InChI=1S/C50H48O12/c1-24(2)7-11-33-44(59)42-39(57)20-37(55)32(48(42)61-46(33)30-13-9-28(51)18-35(30)53)15-16-50(6)22-26(5)17-27(23-50)41-38(56)21-40(58)43-45(60)34(12-8-25(3)4)47(62-49(41)43)31-14-10-29(52)19-36(31)54/h7-10,13-21,27,51-58H,11-12,22-23H2,1-6H3		CC1=CC(CC(C1)(C)C=CC2=C3C(=C(C=C2O)O)C(=O)C(=C(O3)C4=C(C=C(C=C4)O)O)CC=C(C)C)C5=C(C=C(C6=C5OC(=C(C6=O)CC=C(C)C)C7=C(C=C(C=C7)O)O)O)O	10.9	131751486	COCONUT:(CNP0340759);HMDB:(33754);PubChem:(131751486);PubChem class - bio and metabolites	18874378	839.308	82.258	2300_CARA_HILIC_neg_SIRIUS_charge0_removed_7703
100	1	1		-133.216	0.012	23.761	C8H16Cl3O3P	[M + Br]-	BMRYAQIUSSCJPX	InChI=1S/C8H16Cl3O3P/c1-3-13-15(2,12)14-7-5-4-6-8(9,10)11/h3-7H2,1-2H3	ethyl 5,5,5-trichloropentyl methylphosphonate	CCOP(=O)(C)OCCCCC(Cl)(Cl)Cl	2.8	217363	PubChem:(217363);PubChem class - safety and toxic	67108866	374.908	108.496	3081_CARA_HILIC_neg_SIRIUS_charge0_removed_100
7556	1	1		-206.417	0.211	24.11	C14H8N2O4S2	[M + Cl]-	ITINUZZELLXHMU	InChI=1S/C14H8N2O4S2/c17-11-9(21-13(19)15-11)5-7-1-2-8(4-3-7)6-10-12(18)16-14(20)22-10/h1-6H,(H,15,17,19)(H,16,18,20)	1,4-Phenylenebis(5-methylenethiazolidine-2,4-dione)	C1=CC(=CC=C1C=C2C(=O)NC(=O)S2)C=C3C(=O)NC(=O)S3	2.5	1269465;1269466;1269467;3057284	PubChem:(1269465 1269466 1269467 3057284);PubChem class - safety and toxic	67108866	366.965	77.064	259_CARA_HILIC_neg_SIRIUS_charge0_removed_7556
1726	3	2		-223.211	0.085	11.161	C13H19N5O6	[M - H2O - H]-	SBYRSRSXEPLVHL	InChI=1S/C13H19N5O6/c14-13-15-11-10(12(23)16-13)17(2-6(21)3-19)5-18(11)9-1-7(22)8(4-20)24-9/h5-9,19-22H,1-4H2,(H2-,14,15,16,23)/p+1	7-(2,3-Dihydroxypropane)deoxyguanosine	C1C(C(OC1[N+]2=CN(C3=C2N=C(NC3=O)N)CC(CO)O)CO)O	-3.0	135625314	MeSH:(135625314);PubChem:(135625314);PubMed	70	322.113	102.356	1881_CARA_HILIC_neg_SIRIUS_charge0_removed_1726
8875	1	1		-288.642	1.0	26.86	C21H39N3O4	[M - H]-	HBLQRZAKYHYRIC	InChI=1S/C21H39N3O4/c1-5-8-10-12-16(14-19(25)24-18(7-3)21(27)28)23-20(26)15(4)17(22)13-11-9-6-2/h7,15-17H,5-6,8-14,22H2,1-4H3,(H,23,26)(H,24,25)(H,27,28)	2-[[(3S)-3-[[(2R,3S)-3-amino-2-methyloctanoyl]amino]octanoyl]amino]but-2-enoic acid	CCCCCC(CC(=O)NC(=CC)C(=O)O)NC(=O)C(C)C(CCCCC)N	1.3	59235415;59864008;102287023	PubChem:(59235415 59864008 102287023);COCONUT:(CNP0336233)	2097154	396.285	75.537	52_CARA_HILIC_neg_SIRIUS_charge0_removed_8875
6456	2	2		-193.109	1.0	16.554	C19H39NO4	[M - H]-	PEMMQZWMTJRCAR	InChI=1S/C19H39NO4/c1-2-3-4-5-6-7-8-9-10-11-16(22)12-15-13-18(23)19(24)17(14-21)20-15/h15-24H,2-14H2,1H3	batzellaside C	CCCCCCCCCCCC(CC1CC(C(C(N1)CO)O)O)O	4.0	11302398;21777912;71698050;71698149;101778072	COCONUT:(CNP0355055);Natural Products:(UNPD106518);PubChem:(11302398 21777912 71698050 71698149 101778072);SuperNatural:(SN00243980);MeSH:(11302398);PubMed	3178566	344.28	91.727	4279_CARA_HILIC_neg_SIRIUS_charge0_removed_6456
4400	1	2		-76.358	0.245	8.011	C7H15O3P	[M + Cl]-	SWYGLBJVTQMYSE	InChI=1S/C7H15O3P/c1-11(8,9)10-7-5-3-2-4-6-7/h7H,2-6H2,1H3,(H,8,9)	Cyclohexyl Methylphosphonate	CP(=O)(O)OC1CCCCC1	0.7	150950	PubChem:(150950);PubChem class - bio and metabolites;MeSH:(150950);PubChem class - safety and toxic;Training Set;PubMed	83902534	213.044	79.673	3622_CARA_HILIC_neg_SIRIUS_charge0_removed_4400
1980	3	2		-421.883	0.036	14.896	C17H26N3O8PS	[M - H4O2 - H]-	WOIGSQAUIGDQKV	InChI=1S/C17H26N3O8PS/c1-17(2,11-28-29(25,26)27)14(22)15(23)20-7-5-13(21)19-8-9-30-16(24)12-4-3-6-18-10-12/h3-4,6,10,14,22H,5,7-9,11H2,1-2H3,(H,19,21)(H,20,23)(H2,25,26,27)		CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C1=CN=CC=C1)O	-1.4	132274770	PubChem:(132274770);PubChem class - bio and metabolites	16777218	426.086	102.184	2201_CARA_HILIC_neg_SIRIUS_charge0_removed_1980
8610	2	7		-182.431	0.865	5.383	C16H15NO	[M - H2O - H]-	OGUQXZFCZBRSRA	InChI=1S/C16H15NO/c1-13(18)17-16-10-6-5-9-15(16)12-11-14-7-3-2-4-8-14/h2-12H,1H3,(H,17,18)	N-(2-styryl-phenyl)-acetamide	CC(=O)NC1=CC=CC=C1C=CC2=CC=CC=C2	3.472	2749038;5704797;5825569	COCONUT:(CNP0041152);PubChem:(2749038 5704797 5825569);SuperNatural:(SN00132763);ZINC bio:(ZINC13402352)	3153922	218.098	70.272	5208_CARA_HILIC_neg_SIRIUS_charge0_removed_8610
2144	1	1		-50.722	1.0	60.3	C9H16N2O6	[M - H]-	JSIQVRIXMINMTA	InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-8(15)5(10)2-3-6(13)14/h4-5,7,12H,2-3,10H2,1H3,(H,11,15)(H,13,14)(H,16,17)	L-alpha-glutamyl-L-threonine	CC(C(C(=O)O)NC(=O)C(CCC(=O)O)N)O	-4.4	6998030;6998031;18218202;44217137;56972309;73357671;113628748;133126719	COCONUT:(CNP0347602);HMDB:(28829);PubChem:(6998030 6998031 18218202 44217137 56972309 73357671 113628748 133126719);CHEBI:(73510);additional;PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20354)	19417130	247.093	153.774	2318_CARA_HILIC_neg_SIRIUS_charge0_removed_2144
7535	2	2		-366.901	0.687	19.223	C17H28N6O5	[M - H]-	FOFORQYTEPGQOY	InChI=1S/C17H27N6O5/c1-16(2)9-11(10-17(3,4)23(16)28)20-13-7-12(19-6-5-18)14(21(24)25)8-15(13)22(26)27/h7-8,11,19-20H,5-6,9-10,18H2,1-4H3/q-1	3-N-(2-aminoethyl)-4,6-dinitro-1-N-(2,2,6,6-tetramethyl-1-oxidopiperidin-4-yl)benzene-1,3-diamine	CC1(CC(CC(N1[O-])(C)C)NC2=C(C=C(C(=C2)NCCN)[N+](=O)[O-])[N+](=O)[O-])C	3.0	3259831	PubChem:(3259831);PubChem class - bio and metabolites	16777218	395.202	80.045	4497_CARA_HILIC_neg_SIRIUS_charge0_removed_7535
1703	1	1		-267.9	0.999	19.398	C44H87NO6	[M - H]-	OUVFMUMVGUPQJP	InChI=1S/C44H87NO6/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-41(48)43(50)44(51)45-39(38-46)42(49)40(47)36-34-32-30-28-26-16-14-12-10-8-6-4-2/h14,16,39-43,46-50H,3-13,15,17-38H2,1-2H3,(H,45,51)	N-[(E,1S,2S,3R)-2,3-dihydroxy-1-(hydroxymethyl)heptadec-10-enyl]-2,3-dihydroxy-hexacosanamide	CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCC=CCCCCCC)O)O)O)O	14.8	66553556	COCONUT:(CNP0136349);Natural Products:(UNPD216563);PubChem:(66553556)	2129922	724.648	32.789	3642_CARA_HILIC_neg_SIRIUS_charge0_removed_1703
8235	3	3		-24.551	1.0	15.861	C6H6O	[M - H]-	ISWSIDIOOBJBQZ	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	benzenod	C1=CC=C(C=C1)O	1.424	996;119047;123295;450724;5152889;12205419;12203467;12205407;12205408;12205409;12205411;12205412;12205413;12205414;12205416;12205417;12205420;11094559;11240442;11366956;19933415;16213343;16217430;20488062;57224171;53933671;76972960;88635940;102071048;101252639;101252640;102491680;129719597	HMDB:(228);PubChem class - food;SuperNatural:(SN00387155 SN00011513);ZINC bio:(ZINC05133329);HSDB:(108-95-2);MeSH:(996 119047);Plantcyc:(PHENOL);PubMed;NORMAN:(NS00010045);COCONUT:(CNP0155356 CNP0201824);KNApSAcK:(2664);Natural Products:(UNPD176645 UNPD196235);PubChem:(996 119047 123295 450724 5152889 12205419 12203467 12205407 12205408 12205409 12205411 12205412 12205413 12205414 12205416 12205417 12205420 11094559 11240442 11366956 19933415 16213343 16217430 20488062 57224171 53933671 76972960 88635940 102071048 101252639 101252640 102491680 129719597);CHEBI:(15882 50526 52245);PubChem class - bio and metabolites;KEGG:(C15584 C00146);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(PHENOL)	255241086	93.035	70.869	2884_CARA_HILIC_neg_SIRIUS_charge0_removed_8235
2578	3	3		-134.648	1.0	47.182	C13H16N2O6	[M - H]-	QZOSVNLXLSNHQK	InChI=1S/C13H16N2O6/c14-9(5-7-1-3-8(16)4-2-7)12(19)15-10(13(20)21)6-11(17)18/h1-4,9-10,16H,5-6,14H2,(H,15,19)(H,17,18)(H,20,21)	2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]butanedioic acid	C1=CC(=CC=C1CC(C(=O)NC(CC(=O)O)C(=O)O)N)O	-0.842	9817652;19816752;81642899;104905425	COCONUT;HMDB:(29101);PubChem:(9817652 19816752 81642899 104905425);CHEBI:(141455);additional;Training Set	2637866	295.093	154.742	2121_CARA_HILIC_neg_SIRIUS_charge0_removed_2578
10621	1	1		-314.986	0.868	62.161	C28H12O16	[M - H]-	UZVDRWKEZGYQDR	InChI=1S/C28H12O16/c29-5-1-3-7(17(33)15(5)31)9-13-11-12-14(28(40)44-23(11)19(35)21(9)41-25(3)37)10-8-4(2-6(30)16(32)18(8)34)26(38)42-22(10)20(36)24(12)43-27(13)39/h1-2,9,21,29,31-36,40H		C1=C2C(=C(C(=C1O)O)O)C3C(C(=C4C5=C3C(=O)OC6=C5C(=C(O4)O)C7=C8C(=CC(=O)C(=C8O)O)C(=O)OC7=C6O)O)OC2=O	-2.4	137185899	COCONUT:(CNP0021873);HMDB:(29275);PubChem:(137185899)	2097162	603.004	342.74	3922_CARA_HILIC_neg_SIRIUS_charge0_removed_10621
516	1	1		-246.217	1.0	12.083	C18H38O3	[M - H2O - H]-	RGQVEMVVEFTMJD	InChI=1S/C18H38O3/c1-2-3-4-5-8-11-14-17(20)18(21)15-12-9-6-7-10-13-16-19/h17-21H,2-16H2,1H3	1,9,10-Octadecanetriol	CCCCCCCCC(C(CCCCCCCCO)O)O	5.3	110945	PubChem:(110945);NORMAN:(NS00043450)	262146	283.263	65.368	4642_CARA_HILIC_neg_SIRIUS_charge0_removed_516
3026	3	2		-466.162	0.091	18.092	C14H22N2O13S2	[M - H2O - H]-	YQRKTNONBPQHPQ	InChI=1S/C14H22N2O13S2/c1-6(17)27-5-9-10(18)11(19)12(20)14(28-9)30(22,23)16-4-7(29-31(15,24)25)3-8(16)13(21)26-2/h7-8,11-12,14,18-20H,3-5H2,1-2H3,(H2,15,24,25)		CC(=O)OCC1=C(C(C(C(O1)S(=O)(=O)N2CC(CC2C(=O)OC)OS(=O)(=O)N)O)O)O	-3.0	91971379	PubChem:(91971379);PubChem class - bio and metabolites	16777218	471.039	165.078	4607_CARA_HILIC_neg_SIRIUS_charge0_removed_3026
