rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
93	3	3	N/A	-88.68884804441022	0.9999999999999999	25.71053195338678	C12H22O3	[M - H2O - H]-	DZHSPYMHDVROSM	InChI=1S/C12H22O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h2-10H2,1H3,(H,14,15)	3-Oxododecanoate	CCCCCCCCCC(=O)CC(=O)O	3.70000005	439717;5460320	HMDB:(10727);SuperNatural:(SN00220419);Plantcyc:(3-OXODODECANOATE);PubMed;COCONUT:(CNP0002596 CNP0069141);PubChem:(439717 5460320);YMDB Mine;CHEBI:(29743 18037);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02367);Biocyc:(3-OXODODECANOATE)	51559663978	195.1387	61.264	4342_CARA_HILIC_neg_SIRIUS_charge0_removed_5637
94	3	3	N/A	-80.08996618680916	0.9999999999999999	49.61481246258215	C9H17NO5	[M - H]-	GHOKWGTUZJEAQD	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	vitamin B5	CC(C)(CO)C(C(=O)NCCC(=O)O)O	-1.10000002	988;6613;167945;5748353;5191579;6997253;57074123;71310749;90479988;101257666;133686971	HMDB:(210);PubChem class - food;SuperNatural:(SN00159658 SN00024327 SN00251994);ZINC bio:(ZINC05356858 ZINC18279942 ZINC19203125);additional;HSDB:(79-83-4);MeSH:(6613);Plantcyc:(PANTOTHENATE);PubMed;NORMAN:(NS00013937);COCONUT:(CNP0086464 CNP0153142);KNApSAcK:(1550);Natural Products:(UNPD178642 UNPD29488 UNPD209188);PubChem:(988 6613 167945 5748353 5191579 6997253 57074123 71310749 90479988 101257666 133686971);CHEBI:(29032 46905 7916 16454);PubChem class - bio and metabolites;KEGG:(C00864);PubChem class - safety and toxic;YMDB:(203);Training Set;PubChem class - drug;Biocyc:(CPD3DJ-34313 PANTOTHENATE SMA-0000145)	255847294	218.1031	77.292	721_CARA_HILIC_neg_SIRIUS_charge0_removed_3355
95	1	1	N/A	-460.3891446704959	0.5914572864321608	40.74472152605602	C13H22N4O8	[M - H]-	VLAFRQCSFRYCLC	InChI=1S/C13H22N4O8/c1-6(14)11(22)15-4-9(19)16-8(5-18)12(23)17-7(13(24)25)2-3-10(20)21/h6-8,18H,2-5,14H2,1H3,(H,15,22)(H,16,19)(H,17,23)(H,20,21)(H,24,25)	Alanyl-glycyl-seryl-glutamic acid	CC(C(=O)NCC(=O)NC(CO)C(=O)NC(CCC(=O)O)C(=O)O)N	-5.69999981	188349;336413	MeSH:(188349 336413);Training Set;PubChem:(188349 336413);PubMed;additional	540742	361.1366	136.472	3555_CARA_HILIC_neg_SIRIUS_charge0_removed_3306
96	3	3	N/A	-210.55776028048595	0.25929648241206027	10.720645056388602	C17H18O6	[M - H2O - H]-	GQGAKMDGSLWLHO	InChI=1S/C17H18O6/c18-13-4-1-11(9-15(13)20)3-6-17(22)23-8-7-12-2-5-14(19)16(21)10-12/h1-2,4-5,9-10,18-21H,3,6-8H2	null	C1=CC(=C(C=C1CCC(=O)OCCC2=CC(=C(C=C2)O)O)O)O	2.5	58446617	COCONUT:(CNP0078932);PubChem:(58446617);PubMed	2097218	299.0915	77.11	221_CARA_HILIC_neg_SIRIUS_charge0_removed_9654
97	1	1	N/A	-297.012399777062	0.8809045226130654	11.482044680336196	C21H39N3O3	[M - H2O - H]-	MSOYOQWZWKGUHM	InChI=1S/C21H39N3O3/c1-3-5-6-7-21(26)24-10-8-19(18(4-2)17-24)16-20(25)22-9-11-23-12-14-27-15-13-23/h18-19H,3-17H2,1-2H3,(H,22,25)	null	CCCCCC(=O)N1CCC(C(C1)CC)CC(=O)NCCN2CCOCC2	2.0999999	28991278	COCONUT:(CNP0025811);PubChem:(28991278);SuperNatural:(SN00026658);ZINC bio:(ZINC20503958)	3153922	362.2804	112.378	958_CARA_HILIC_neg_SIRIUS_charge0_removed_3028
98	2	2	N/A	-64.35278177683577	0.9999999999999999	28.080143912185378	C3H6O3	[M - H]-	MNQZXJOMYWMBOU	InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2	an aldose	C(C(C=O)O)O	-1.60000002	751;79014;439723;11137090;58455241;70698417;90472771;90472772;90472773;90472774;90472775;90475433;101717880;102302641;118855886;118855893;118855906;118855916;121499170	HMDB:(1051);SuperNatural:(SN00215908);ZINC bio:(ZINC00895313 ZINC00901286);MeSH:(751);Plantcyc:(GLYCERALD L-GLYCERALDEHYDE);PubMed;NORMAN:(NS00031518);COCONUT:(CNP0359959);KNApSAcK:(7413);PubChem:(751 79014 439723 11137090 58455241 70698417 90472771 90472772 90472773 90472774 90472775 90475433 101717880 102302641 118855886 118855893 118855906 118855916 121499170);CHEBI:(15693 27975 17378 5445);PubChem class - bio and metabolites;KEGG:(C02426 C02154 C00577);PubChem class - safety and toxic;YMDB:(575);Training Set;Biocyc:(GLYCERALD SMA-0000309 L-GLYCERALDEHYDE SMA-0000498)	87517566	89.0244	170.011	2296_CARA_HILIC_neg_SIRIUS_charge0_removed_2229
99	1	1	N/A	-152.0352508905024	0.017587939698492462	13.44659080345916	C3H4Cl4O3S	[M + Cl]-	XFXAGVXHBIDZJE	InChI=1S/C3H3Cl4O3S/c4-11(8,9)10-3-6-1-5-2-7-3/h1-3H/q-1	null	C1=ClC=ClC([Cl-]1)OS(=O)(=O)Cl	2.5999999	119095345	MeSH:(119095345);PubChem:(119095345);PubMed	70	294.8305	104.878	3761_CARA_HILIC_neg_SIRIUS_charge0_removed_8421
100	3	1	N/A	-182.79137439678962	0.28492462311557787	22.949491338551844	C41H65N9O14	[M - H2O - H]-	PCLCLXFHQTYODS	InChI=1S/C41H65N9O14/c1-8-21(4)32(39(61)43-18-30(53)45-26(41(63)64)14-15-31(54)55)49-36(58)27(16-20(2)3)47-40(62)33(24(7)52)50-37(59)28(17-25-12-10-9-11-13-25)46-38(60)29(19-51)48-35(57)23(6)44-34(56)22(5)42/h9-13,20-24,26-29,32-33,51-52H,8,14-19,42H2,1-7H3,(H,43,61)(H,44,56)(H,45,53)(H,46,60)(H,47,62)(H,48,57)(H,49,58)(H,50,59)(H,54,55)(H,63,64)	null	CCC(C)C(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(C)N	-3.4000001	137333972	PubChem:(137333972);PubChem class - bio and metabolites	16777218	888.4472	102.894	4197_CARA_HILIC_neg_SIRIUS_charge0_removed_2515
101	3	1	N/A	-317.9499841295865	0.035175879396984924	8.630984641257841	C11H9Cl2N3O3	[M - H2O - H]-	YUVFAFQMJZNTBX	InChI=1S/C11H9Cl2N3O3/c1-14-11(17)18-5-9-15-16-10(19-9)6-2-3-7(12)8(13)4-6/h2-4H,5H2,1H3,(H,14,17)	[5-(3,4-dichlorophenyl)-1,3,4-oxadiazol-2-yl]methyl N-methylcarbamate	CNC(=O)OCC1=NN=C(O1)C2=CC(=C(C=C2)Cl)Cl	2.20000005	3041389	PubChem:(3041389);PubChem class - safety and toxic	67108866	281.9827	83.509	2330_CARA_HILIC_neg_SIRIUS_charge0_removed_353
102	3	8	N/A	-263.12153729615204	0.7507537688442211	25.91055822613474	C24H30N4O6	[M - H2O - H]-	GLYDXQWFLWDSOL	InChI=1S/C24H30N4O6/c25-21(29)15-27-22(30)20(28-24(32)34-17-19-11-5-2-6-12-19)13-7-8-14-26-23(31)33-16-18-9-3-1-4-10-18/h1-6,9-12,20H,7-8,13-17H2,(H2,25,29)(H,26,31)(H,27,30)(H,28,32)	benzyl N-[1-[(2-amino-2-oxoethyl)amino]-1-oxo-6-(phenylmethoxycarbonylamino)hexan-2-yl]carbamate	C1=CC=C(C=C1)COC(=O)NCCCCC(C(=O)NCC(=O)N)NC(=O)OCC2=CC=CC=C2	2.0	3680167;91142198;92842553	PubChem:(3680167 91142198 92842553);PubChem class - safety and toxic	67108866	451.1975	127.887	2279_CARA_HILIC_neg_SIRIUS_charge0_removed_11179
103	1	1	N/A	-193.1235967224417	0.5954773869346734	38.775619873852456	C5H7NO6S	[M + Cl]-	XLRNXEYAFDOPMG	InChI=1S/C5H7NO6S/c6-2(4(8)9)1-3(7)12-13-5(10)11/h2H,1,6H2,(H,8,9)(H,10,11)	null	C(C(C(=O)O)N)C(=O)OSC(=O)O	-3.20000005	49867437;91533174	PubChem:(49867437 91533174);PubMed;PubChem class - bio and metabolites	16777282	243.9674	99.236	1602_CARA_HILIC_neg_SIRIUS_charge0_removed_4079
104	1	6	N/A	-162.68213453503705	0.3236180904522613	7.503588048344623	C20H38O11	[M + Cl]-	LLLQOXKKJGDQQF	InChI=1S/C20H38O11/c1-2-3-4-5-6-7-8-28-19-16(26)14(24)13(23)12(30-19)10-29-20-17(27)15(25)18(31-20)11(22)9-21/h11-27H,2-10H2,1H3	beta-D-Galf-(1->6)-Glcp-OC8H17	CCCCCCCCOC1C(C(C(C(O1)COC2C(C(C(O2)C(CO)O)O)O)O)O)O	-0.800000012	16091760;102148033;102148034;102148035	COCONUT:(CNP0027582);PubChem:(16091760 102148033 102148034 102148035);SuperNatural:(SN00215667);CHEBI:(71631);Biocyc:(CPD0-1049 CPD-15878)	3147810	489.2129	146.126	3905_CARA_HILIC_neg_SIRIUS_charge0_removed_8803
105	2	2	N/A	-24.227202480582818	0.9567839195979901	31.728613428288764	C10H13N5O5	[M - H]-	NYHBQMYGNKIUIF	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)	Guanosin	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N	-2.17188406	765;102404256;135508725;135514572;135529707;135536697;135538738;135546397;135582771;135596570;135618539;135699331;135726185;136019960;136029099;136029343;136032217;135768161;135768162;135768196;135796591;136073062;136073540;135823787;136594098;136596777;136612256;136614128;136623055;136168113;135934930;136670894;136200123;137103576;136219952;136698781;136232965;135976484;137143419;136259572;136263240;137221166;136806182;136806183;136806184;136806185;135398635;136823426;135402034;135405185;136835877;135426840;135427248;135433833;135440077;135461724;135463678;136898426;136900427;136912867;135484501;135490841;136451762;135499520;135499776;136461600;136474462;136490162;137506101;136996824;137403028	HMDB:(133);ZINC bio:(ZINC01550030 ZINC01698205 ZINC03869967 ZINC03869968 ZINC03869969 ZINC03869970 ZINC06585367);additional;MeSH:(135398635 135499520);Plantcyc:(CPD-15142 GUANOSINE);PubMed;NORMAN:(NS00009027);COCONUT:(CNP0244479);KNApSAcK:(19679);Natural Products:(UNPD65620 UNPD105334 UNPD68611);PubChem:(765 102404256 135508725 135514572 135529707 135536697 135538738 135546397 135582771 135596570 135618539 135699331 135726185 136019960 136029099 136029343 136032217 135768161 135768162 135768196 135796591 136073062 136073540 135823787 136594098 136596777 136612256 136614128 136623055 136168113 135934930 136670894 136200123 137103576 136219952 136698781 136232965 135976484 137143419 136259572 136263240 137221166 136806182 136806183 136806184 136806185 135398635 136823426 135402034 135405185 136835877 135426840 135427248 135433833 135440077 135461724 135463678 136898426 136900427 136912867 135484501 135490841 136451762 135499520 135499776 136461600 136474462 136490162 137506101 136996824 137403028);CHEBI:(73141 16750);PubChem class - bio and metabolites;KEGG:(C00387);PubChem class - safety and toxic;YMDB:(509);Training Set;PubChem class - drug;Biocyc:(CPD-15142 GUANOSINE)	120580478	282.0837	124.453	1439_CARA_HILIC_neg_SIRIUS_charge0_removed_3627
106	1	1	N/A	-49.911521734000914	0.9999999999999999	51.04551228597267	C6H12N2O5	[M - H]-	XZKQVQKUZMAADP	InChI=1S/C6H12N2O5/c7-3(1-9)5(11)8-4(2-10)6(12)13/h3-4,9-10H,1-2,7H2,(H,8,11)(H,12,13)	Serylserine	C(C(C(=O)NC(CO)C(=O)O)N)O	-3.06954336	138784;7019104;7019105;71375649;90819784;91309788	COCONUT:(CNP0082604);HMDB:(29048);PubChem:(138784 7019104 7019105 71375649 90819784 91309788);CHEBI:(73653);additional;PubChem class - bio and metabolites;Training Set;PubMed;PubChem class - drug;KEGG Mine	8642904170	191.0677	177.277	4710_CARA_HILIC_neg_SIRIUS_charge0_removed_1717
107	3	4	N/A	-351.6238492971142	0.321105527638191	51.06189542061871	C18H29N5O11	[M - H2O - H]-	SMBQXQBYXLIWRM	InChI=1S/C18H29N5O11/c1-7(24)14(20)17(32)23-10(6-11(19)25)16(31)21-8(2-4-12(26)27)15(30)22-9(18(33)34)3-5-13(28)29/h7-10,14,24H,2-6,20H2,1H3,(H2,19,25)(H,21,31)(H,22,30)(H,23,32)(H,26,27)(H,28,29)(H,33,34)	2-[[2-[[4-amino-2-[(2-amino-3-hydroxybutanoyl)amino]-4-oxobutanoyl]amino]-4-carboxybutanoyl]amino]pentanedioic acid	CC(C(C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)N)O	-6.9000001	657071;18746000	PubChem:(657071 18746000);PubChem class - bio and metabolites	16777218	472.1677	120.195	986_CARA_HILIC_neg_SIRIUS_charge0_removed_10767
108	3	3	N/A	-112.96281093913274	0.9984924623115576	16.814120253511486	C11H10N2O2	[M - H]-	HLSKPIKSWVNKQZ	InChI=1S/C11H10N2O2/c1-8-6-12-13(7-8)10-4-2-3-9(5-10)11(14)15/h2-7H,1H3,(H,14,15)	null	CC1=CN(N=C1)C2=CC=CC(=C2)C(=O)O	1.79999995	61228768	PubChem:(61228768);PubChem class - safety and toxic	67108866	201.067	121.058	4501_CARA_HILIC_neg_SIRIUS_charge0_removed_10052
109	1	1	N/A	-79.90939415040927	0.207035175879397	37.801435668711505	C15H12I2O3	[M + Br]-	IKYIXZSIKOYSLD	InChI=1S/C15H12I2O3/c16-12-7-9(8-13(17)14(12)18)6-11(15(19)20)10-4-2-1-3-5-10/h1-5,7-8,11,18H,6H2,(H,19,20)	Bilitrast	C1=CC=C(C=C1)C(CC2=CC(=C(C(=C2)I)O)I)C(=O)O	4.30000019	11350;40479668;40486392	NORMAN:(NS00001139);PubChem:(11350 40479668 40486392);CHEBI:(135796);ZINC bio:(ZINC04213564 ZINC04428272);MeSH:(11350);PubChem class - safety and toxic;Training Set;PubMed	67395686	572.8051	186.664	494_CARA_HILIC_neg_SIRIUS_charge0_removed_1286
110	3	4	N/A	-282.57886881918904	0.01407035175879397	15.90910345137476	C30H43FN4O11	[M - H2O - H]-	PHLCQASLWHYEMX	InChI=1S/C30H43FN4O11/c1-6-17(2)25(35-30(43)46-16-19-10-8-7-9-11-19)28(41)32-20(12-13-23(38)44-4)27(40)34-26(18(3)36)29(42)33-21(22(37)15-31)14-24(39)45-5/h7-11,17-18,20-21,25-26,36H,6,12-16H2,1-5H3,(H,32,41)(H,33,42)(H,34,40)(H,35,43)	Z-Ile-Glu(OMe)-Thr-Asp(OMe)-Fluoromethylketone	CCC(C)C(C(=O)NC(CCC(=O)OC)C(=O)NC(C(C)O)C(=O)NC(CC(=O)OC)C(=O)CF)NC(=O)OCC1=CC=CC=C1	1.20000005	25108681;44135212;122173006;124224298;131698217;138107132	MeSH:(25108681 44135212 122173006);PubChem:(25108681 44135212 122173006 124224298 131698217 138107132);PubMed	70	635.2757	83.128	860_CARA_HILIC_neg_SIRIUS_charge0_removed_4374
111	2	2	N/A	-84.98281145986266	0.9999999999999999	11.888655777626798	C22H44O2	[M - H]-	UKMSUNONTOPOIO	InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)	behenate	CCCCCCCCCCCCCCCCCCCCCC(=O)O	8.85068798	8215;5460660;11551870;16217356;44256493;45934052;45934053;76974673;129847433;129892343;131868721;131869398	HMDB:(944);PubChem class - food;SuperNatural:(SN00327611 SN00077095);ZINC bio:(ZINC06920378);HSDB:(112-85-6);MeSH:(8215);Plantcyc:(DOCOSANOATE);PubMed;NORMAN:(NS00005465);COCONUT:(CNP0082899 CNP0215073);KNApSAcK:(1211);Natural Products:(UNPD104468);PubChem:(8215 5460660 11551870 16217356 44256493 45934052 45934053 76974673 129847433 129892343 131868721 131869398);YMDB Mine;CHEBI:(28941 23858);PubChem class - bio and metabolites;KEGG:(C08281);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(DOCOSANOATE)	34614979454	339.3256	33.75	5014_CARA_HILIC_neg_SIRIUS_charge0_removed_1879
112	3	1	N/A	-308.4759075874958	0.017085427135678396	29.418553286857115	C14H27ClN6O5	[M - H]-	XELWNHKFCNMWQO	InChI=1S/C14H27ClN6O5/c15-6-10(22)9(2-1-5-19-14(17)18)21-11(23)7-20-13(26)8(16)3-4-12(24)25/h8-10,22H,1-7,16H2,(H,20,26)(H,21,23)(H,24,25)(H4,17,18,19)	null	C(CC(C(CCl)O)NC(=O)CNC(=O)C(CCC(=O)O)N)CN=C(N)N	-5.19999981	137347860;137347861	PubChem:(137347860 137347861);PubChem class - bio and metabolites	16777218	393.1661	73.41	5449_CARA_HILIC_neg_SIRIUS_charge0_removed_8223
113	2	2	N/A	-112.89440162227388	0.9999999999999999	10.733143416327508	C16H32O4	[M - H2O - H]-	XSIHTLJPWOWWPE	InChI=1S/C16H32O4/c17-14-10-6-2-4-8-12-15(18)11-7-3-1-5-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	9,16-dihydroxy-palmitic acid	C(CCCC(CCCCCCCO)O)CCCC(=O)O	3.5999999	14259006;91820150;130424905	COCONUT:(CNP0330125);Natural Products:(UNPD131259);PubChem:(14259006 91820150 130424905);PubMed;Biocyc:(CPD-17653);KEGG Mine	8592066626	269.2125	48.799	1770_CARA_HILIC_neg_SIRIUS_charge0_removed_2307
114	1	1	N/A	-296.73535043286796	0.8412060301507538	12.316736896097986	C29H50O14	[M - H4O2 - H]-	JDFJYVWAJAEYPY	InChI=1S/C29H50O14/c1-5-6-7-8-9-10-11-12-21(34)40-25-23(36)19(14-30)39-28(26(25)38-18(4)33)43-29(16-32)27(24(37)20(15-31)42-29)41-22(35)13-17(2)3/h17,19-20,23-28,30-32,36-37H,5-16H2,1-4H3	null	CCCCCCCCCC(=O)OC1C(C(OC(C1OC(=O)C)OC2(C(C(C(O2)CO)O)OC(=O)CC(C)C)CO)CO)O	2.5999999	126961014	PubChem:(126961014);PubMed;Biocyc:(CPD-19185 CPD-19618)	2114	585.2935	73.507	4687_CARA_HILIC_neg_SIRIUS_charge0_removed_3103
115	2	2	N/A	-77.81863542842262	0.9999999999999999	13.61476162912408	C13H26O2	[M - H]-	SZHOJFHSIKHZHA	InChI=1S/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)	Tridecylate	CCCCCCCCCCCCC(=O)O	4.80777311	12530;5173698;10703960;10727474;12008192;11401611;21932507;71728400;71309231;119080550	HMDB:(910);PubChem class - food;SuperNatural:(SN00329331 SN00156324);additional;PubMed;NORMAN:(NS00015240);COCONUT:(CNP0145185 CNP0299471);KNApSAcK:(7422);Natural Products:(UNPD160409);PubChem:(12530 5173698 10703960 10727474 12008192 11401611 21932507 71728400 71309231 119080550);CHEBI:(125832 45919 75084);PubChem class - bio and metabolites;KEGG:(C17076);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-19659)	255625594	213.1858	30.147	578_CARA_HILIC_neg_SIRIUS_charge0_removed_121
116	2	2	N/A	-87.48029885617262	0.9999999999999999	18.641221856856475	C9H16N2O4	[M - H]-	QOLYAJSZHIJCTO	InChI=1S/C9H16N2O4/c1-5(12)7(10)8(13)11-4-2-3-6(11)9(14)15/h5-7,12H,2-4,10H2,1H3,(H,14,15)	threonylproline	CC(C(C(=O)N1CCCC1C(=O)O)N)O	-1.240345	6427051;9834371;14647614;14647615;11937736	COCONUT;HMDB:(29069);PubChem:(6427051 9834371 14647614 14647615 11937736);CHEBI:(73662);ZINC bio:(ZINC08076550);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	215.1031	154.571	2982_CARA_HILIC_neg_SIRIUS_charge0_removed_2782
117	2	2	N/A	-380.22360787451055	0.5040201005025126	11.087028277955469	C48H70O6	[M - H2O - H]-	FFHIKHNEBPESBG	InChI=1S/C48H70O6/c1-7-13-33-17-12-19-45-27-28-46-35(14-8-2)48(53,54-38(46)29-34-15-10-9-11-16-34)31-37(50)47(46,32-49)43(45,6)25-26-44(20-18-33)36-30-41(4,39(51)52)22-21-40(36,3)23-24-42(44,45)5/h9-11,15-16,33,35-38,49-50,53H,7-8,13-14,17-18,20-32H2,1-6H3,(H,51,52)	null	CCCC1CCC23CCC4(C(C2(CCC5(C3CC(CC5)(C)C(=O)O)C)C)(CCC67C4(C(CC(C6CCC)(OC7CC8=CC=CC=C8)O)O)CO)C#CC1)C	10.2713213	""	COCONUT:(CNP0062593 CNP0094304)	2097152	723.5022	100.175	615_CARA_HILIC_neg_SIRIUS_charge0_removed_10031
118	3	2	N/A	-319.75028606636295	0.033668341708542715	13.258118425594539	C51H78O11	[M - H4O2 - H]-	BXLYRWZKJPXOQS	InChI=1S/C51H78O11/c1-7-8-10-17-32-22-51(44(58)59)34(23-45(2,29-52)26-38(51)55)33-24-50(19-13-14-20-50)43-46(3)25-36(60-27-31-15-11-9-12-16-31)41(62-42-40(57)39(56)35(54)28-61-42)47(4,30-53)37(46)18-21-48(43,5)49(32,33)6/h9,11-12,15-16,24,32,34-43,52-57H,7-8,10,13-14,17-23,25-30H2,1-6H3,(H,58,59)	null	CCCCCC1CC2(C(CC(CC2O)(C)CO)C3=CC4(CCCC4)C5C(C13C)(CCC6C5(CC(C(C6(C)CO)OC7C(C(C(CO7)O)O)O)OCC8=CC=CC=C8)C)C)C(=O)O	7.19517136	""	COCONUT:(CNP0222066)	2097152	829.5341	72.451	1610_CARA_HILIC_neg_SIRIUS_charge0_removed_6789
119	3	3	N/A	-151.31107553065024	0.9999999999999999	12.92452208092391	C16H29NO3	[M - H]-	OEWYPDFKPCJYMS	InChI=1S/C16H29NO3/c1-2-3-4-5-6-7-8-9-10-11-14-17-15(18)12-13-16(19)20/h12-13H,2-11,14H2,1H3,(H,17,18)(H,19,20)	Dodecylmaleamic acid	CCCCCCCCCCCCNC(=O)C=CC(=O)O	4.9000001	98023;5847816;5356956	NORMAN:(NS00059046);MeSH:(98023 5356956 5847816);PubChem class - safety and toxic;PubChem:(98023 5847816 5356956);PubMed	67371078	282.2071	62.428	5455_CARA_HILIC_neg_SIRIUS_charge0_removed_6045
120	1	3	N/A	-261.2894746948513	0.05728643216080402	7.419294232218381	C30H37N3O3	[M + Cl]-	UTJQWGZYMNSDKE	InChI=1S/C30H37N3O3/c34-23-28-30(35)29(33-18-16-32(17-19-33)26-14-8-3-9-15-26)27(36-28)22-31(20-24-10-4-1-5-11-24)21-25-12-6-2-7-13-25/h1-15,27-30,34-35H,16-23H2	null	C1CN(CCN1C2C(OC(C2O)CO)CN(CC3=CC=CC=C3)CC4=CC=CC=C4)C5=CC=CC=C5	4.0	28961221;28961224;45361257	COCONUT:(CNP0055059 CNP0153236);PubChem:(28961221 28961224 45361257);SuperNatural:(SN00025195 SN00025194);ZINC bio:(ZINC20464674 ZINC20464677)	3153922	522.2544	147.165	3976_CARA_HILIC_neg_SIRIUS_charge0_removed_8814
121	3	2	N/A	-216.35513264306215	0.10100502512562815	19.010890228825595	C13H24N2O11	[M - H4O2 - H]-	KYDLAYNPAKYQJH	InChI=1S/C13H24N2O11/c14-13(23)15-11-8(21)7(20)10(4(2-17)24-11)26-12-9(22)6(19)5(18)3(1-16)25-12/h3-12,16-22H,1-2H2,(H3,14,15,23)	Lactosylurea	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)NC(=O)N)CO)O)O)O)O	-5.30000019	193599;23461879;101117879;101117880;101551823;101715596;119026213;135390967;135390968;137552077	MeSH:(193599 101551823);PubChem:(193599 23461879 101117879 101117880 101551823 101715596 119026213 135390967 135390968 137552077);PubMed	70	347.1085	78.297	2606_CARA_HILIC_neg_SIRIUS_charge0_removed_5016
122	1	1	N/A	-284.6752834320318	0.977889447236181	10.615745340253467	C17H35NO5	[M - H2O - H]-	QRUQPSJVECRJFV	InChI=1S/C17H35NO5/c1-3-4-5-6-7-8-9-10-16(22)18(11-12-19)13-15(21)17(23)14(2)20/h14-15,17,19-21,23H,3-13H2,1-2H3	null	CCCCCCCCCC(=O)N(CCO)CC(C(C(C)O)O)O	1.60000002	56965943	PubChem:(56965943);PubChem class - bio and metabolites	16777218	314.2333	89.517	2772_CARA_HILIC_neg_SIRIUS_charge0_removed_4966
123	2	2	N/A	-59.728385656033595	0.9999999999999999	63.90055406450792	C8H14N2O5	[M - H]-	JZDHUJAFXGNDSB	InChI=1S/C8H14N2O5/c1-4(8(14)15)10-7(13)5(9)2-3-6(11)12/h4-5H,2-3,9H2,1H3,(H,10,13)(H,11,12)(H,14,15)	alpha-Glu-Ala	CC(C(=O)O)NC(=O)C(CCC(=O)O)N	-3.79999995	100098;6992505;6992506;44369329;49864346;64889910;79001414;91975654;133115358;129661689;129733605	HMDB:(3764);SuperNatural:(SN00273117);ZINC bio:(ZINC01576198 ZINC01576199 ZINC01576200 ZINC01576201);additional;MeSH:(100098 6992506);PubMed;COCONUT:(CNP0108237);Natural Products:(UNPD38589);PubChem:(100098 6992505 6992506 44369329 49864346 64889910 79001414 91975654 133115358 129661689 129733605);CHEBI:(73849);PubChem class - bio and metabolites;Training Set	20504686	217.0823	106.115	4163_CARA_HILIC_neg_SIRIUS_charge0_removed_10743
124	3	5	N/A	-224.11490574309084	0.018592964824120605	8.198634946429005	C15H10N4O3S2	[M - H]-	MMJPRTHFLGOVBZ	InChI=1S/C15H10N4O3S2/c16-9-13(15-17-12-3-1-2-4-14(12)23-15)19-18-10-5-7-11(8-6-10)24(20,21)22/h1-8,18H,(H,20,21,22)	4-[((1E)-2-benzothiazol-2-yl-2-cyano-1-azavinyl)amino]benzenesulfonic acid	C1=CC=C2C(=C1)N=C(S2)C(=NNC3=CC=C(C=C3)S(=O)(=O)O)C#N	3.79999995	2753523;5705763;7166719;6274425	COCONUT:(CNP0063853);PubChem:(2753523 5705763 7166719 6274425);ZINC bio:(ZINC04281104)	2105346	357.0121	101.913	4189_CARA_HILIC_neg_SIRIUS_charge0_removed_790
125	3	3	N/A	-16.428257364560814	0.993467336683417	25.991419601374186	C19H32O3S	[M - H]-	ANZWOARUBDXLMN	InChI=1S/C19H32O3S/c1-2-3-4-5-6-7-8-9-10-11-12-13-18-14-16-19(17-15-18)23(20,21)22/h14-17H,2-13H2,1H3,(H,20,21,22)	Tridecylbenzenesulphonic acid	CCCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)O	6.74272251	33020	NORMAN:(NS00051169);PubChem class - safety and toxic;PubChem:(33020)	67371010	339.1984	72.916	4358_CARA_HILIC_neg_SIRIUS_charge0_removed_3447
