rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
825	3	3	N/A	-26.94955947074634	0.9999999999999999	44.008190643132785	C17H33NO4	[M + H]+	PNOPPKWUFKUHSX	InChI=1S/C17H33NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(20)18-15(14-19)17(21)22/h15,19H,2-14H2,1H3,(H,18,20)(H,21,22)	N-Myristoyl-L-serine	CCCCCCCCCCCCCC(=O)NC(CO)C(=O)O	4.69999981	89494;9861688;54198556;129843993	NORMAN:(NS00048145);PubChem:(89494 9861688 54198556 129843993);PubMed	262210	316.2477	89.985	1813_CARA_HILIC_pos_SIRIUS_merge_4243
826	3	3	N/A	-149.5303669255088	0.9999999999999999	152.78265337956623	C14H28N2O2	[M + H]+	VNYLNAWOYNBHOG	InChI=1S/C14H28N2O2/c1-3-5-6-7-11-15-14(18)10-8-12-16-13(17)9-4-2/h3-12H2,1-2H3,(H,15,18)(H,16,17)	4-(butanoylamino)-N-hexylbutanamide	CCCCCCNC(=O)CCCNC(=O)CCC	2.29999995	3067796	PubChem:(3067796);PubChem class - safety and toxic	67108866	257.2216	59.177	75_CARA_HILIC_pos_SIRIUS_merge_654
827	2	2	N/A	-118.33860458274707	0.9984924623115577	10.312292567262434	C20H40N2O	[M + H3N + H]+	NEAVWSTWAPWAPP	InChI=1S/C20H40N2O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)22-19-18-21/h9-10H,2-8,11-19,21H2,1H3,(H,22,23)	Aminoethyloleylamide	CCCCCCCCC=CCCCCCCCC(=O)NCCN	6.0999999	3020923;6366093;15061804	NORMAN:(NS00064631);PubChem:(3020923 6366093 15061804);PubMed	262210	342.3451	112.414	622_CARA_HILIC_pos_SIRIUS_merge_17784
828	4	4	N/A	-161.7068781785679	0.9999999999999999	97.16451128673356	C19H32O4	[M + H3N + H]+	HZHSVQVECJXVRP	InChI=1S/C19H32O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-18(21)15-19(22)16-23-17(2)20/h1,19,22H,4-16H2,2H3	Spectrum2_000300	CC(=O)OCC(CC(=O)CCCCCCCCCCCC#C)O	4.4000001	6710762;40785036;40785037	COCONUT:(CNP0113962);HMDB:(31007);Natural Products:(UNPD26764);PubChem:(6710762 40785036 40785037);PubChem class - bio and metabolites;PubMed	18907210	342.2634	88.945	1512_CARA_HILIC_pos_SIRIUS_merge_1389
829	2	3	N/A	-208.92150188429574	0.2989949748743718	31.293177865320658	C13H15N3O7S	[M + H3N + H]+	MHCMBZXVUQQWMD	InChI=1S/C13H15N3O7S/c1-3-23-13(20)12(19)15-8-4-6-9(7-5-8)24(21,22)16-11(18)10(17)14-2/h4-7H,3H2,1-2H3,(H,14,17)(H,15,19)(H,16,18)	ethyl 2-[4-[[2-(methylamino)-2-oxoacetyl]sulfamoyl]anilino]-2-oxoacetate	CCOC(=O)C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C(=O)NC	0.200000003	3067493	PubChem:(3067493);PubChem class - safety and toxic	67108866	375.0965	75.346	3479_CARA_HILIC_pos_SIRIUS_merge_9676
830	4	8	N/A	-229.95547736785934	0.027135678391959798	20.88718767328808	C25H34N2O9	[M - H2O + H]+	GYANSQKXOLFAFP	InChI=1S/C25H34N2O9/c1-5-7-10-17-22(36-19(29)9-6-2)15(4)35-25(33)20(14(3)34-24(17)32)27-23(31)16-11-8-12-18(21(16)30)26-13-28/h8,11-15,17,20,22,30H,5-7,9-10H2,1-4H3,(H,26,28)(H,27,31)	Antimycin A4	CCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CCC	3.79999995	3084472;11755913;122361471;124929591;124929592;124356012;124356013;133562612	NORMAN:(NS00049125);COCONUT:(CNP0175672);Natural Products:(UNPD41764 UNPD195150);PubChem:(3084472 11755913 122361471 124929591 124929592 124356012 124356013 133562612);additional;PubChem class - safety and toxic;Training Set	70041602	489.2223	79.381	4287_CARA_HILIC_pos_SIRIUS_merge_2591
831	4	2	N/A	-175.83301016925367	0.9824120603015077	45.98045012388575	C20H24N8O6	[M + H3N + H]+	YCWUVLPMLLBDCU	InChI=1S/C20H24N8O6/c21-9-28-12(8-24-16-15(28)18(32)27-20(22)26-16)7-23-11-3-1-10(2-4-11)17(31)25-13(19(33)34)5-6-14(29)30/h1-4,9,12-13,21,23H,5-8H2,(H,25,31)(H,29,30)(H,33,34)(H4,22,24,26,27,32)	n5-formimino-THF	C1C(N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	-1.20000005	57509583;135801106;135801107;136205545;135957086;136229391;135398659;135402017;135414260;135449312	COCONUT:(CNP0083635 CNP0138354);HMDB:(1534);PubChem:(57509583 135801106 135801107 136205545 135957086 136229391 135398659 135402017 135414260 135449312);CHEBI:(57456 15639);PubChem class - bio and metabolites;KEGG:(C00664);PubMed	18874730	490.2123	85.198	2249_CARA_HILIC_pos_SIRIUS_merge_28555
832	4	4	N/A	-68.15035313348758	0.9999999999999999	29.02420535542488	C22H43NO3	[M + H]+	SKYMEVDZQINENG	InChI=1S/C22H43NO3/c1-3-5-7-9-11-12-14-16-18-22(26)23-20(19-24)21(25)17-15-13-10-8-6-4-2/h15,17,20-21,24-25H,3-14,16,18-19H2,1-2H3,(H,23,26)	null	CCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCC)O	6.4000001	118987245	PubChem:(118987245);PubChem class - bio and metabolites	16777218	370.3302	109.82	4036_CARA_HILIC_pos_SIRIUS_merge_2452
833	1	3	N/A	-164.12122493807087	0.034170854271356785	30.247903639805703	C10H15N5	[M + K]+	ICFJFFQQTFMIBG	InChI=1S/C10H15N5/c11-9(12)15-10(13)14-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H6,11,12,13,14,15)	Fenormin	C1=CC=C(C=C1)CCN=C(N)N=C(N)N	0.685348868	8249;24848280;24883894;130265077;130265609;130265610	HMDB:(15050);SuperNatural:(SN00213507 SN00021029);ZINC bio:(ZINC00001923 ZINC14768667);additional;HSDB:(114-86-3);MeSH:(8249);PubMed;NORMAN:(NS00001680);COCONUT:(CNP0023057 CNP0349223);PubChem:(8249 24848280 24883894 130265077 130265609 130265610);CHEBI:(8064);PubChem class - bio and metabolites;KEGG:(C07673);PubChem class - safety and toxic;Training Set;PubChem class - drug	121398126	244.0946	84.954	1053_CARA_HILIC_pos_SIRIUS_merge_17834
834	3	3	N/A	-100.57772656462416	0.9999999999999999	7.925280314389475	C20H43NO2	[M - H2O + H]+	UFMHYBVQZSPWSS	InChI=1S/C20H43NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)19(21)18-22/h19-20,22-23H,2-18,21H2,1H3	C20 sphinganine	CCCCCCCCCCCCCCCCCC(C(CO)N)O	6.9000001	11616885;14048931;14048932;52950694;57339215;57765037	COCONUT:(CNP0043915 CNP0332214);PubChem:(11616885 14048931 14048932 52950694 57339215 57765037);CHEBI:(64905 64907 64887);Plantcyc:(CPD-13611);PubMed;Biocyc:(CPD-13611 CPD-10519)	2230370	312.3244	114.464	4938_CARA_HILIC_pos_SIRIUS_merge_1485
835	1	1	N/A	-116.9374582846066	0.9562814070351761	9.300777155015396	C47H90O5	[M + H3N + H]+	MSVFLQFHJISSLU	InChI=1S/C47H90O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-46(49)51-44-45(43-48)52-47(50)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17,19,45,48H,3-16,18,20-44H2,1-2H3	Diacylglycerol(22:1/22:0)	CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCC=CCCCCCCCC	19.6000004	53478402;134750665	COCONUT:(CNP0025082);HMDB:(7637);PubChem:(53478402 134750665);SuperNatural:(SN00217472);PubChem class - bio and metabolites	19922954	752.7155	96.645	3307_CARA_HILIC_pos_SIRIUS_merge_4740
836	4	3	N/A	-203.78631492956507	0.43266331658291457	22.173069173902437	C19H25BN4O4	[M - H4O2 + H]+	GXJABQQUPOEUTA	InChI=1S/C19H25BN4O4/c1-13(2)10-17(20(27)28)24-18(25)15(11-14-6-4-3-5-7-14)23-19(26)16-12-21-8-9-22-16/h3-9,12-13,15,17,27-28H,10-11H2,1-2H3,(H,23,26)(H,24,25)	Velcade	B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O	1.5669589	93860;387447;5213527;9952007;25209751;25231054;25231056;25231122;25241453;25241454;25241455;24871309;45038428;59476170;70260947;70274896;76974040;129009633;137699993	HMDB:(14334);additional;HSDB:(179324-69-7);MeSH:(387447);PubMed;NORMAN:(NS00006197);COCONUT:(CNP0273738);PubChem:(93860 387447 5213527 9952007 25209751 25231054 25231056 25231122 25241453 25241454 25241455 24871309 45038428 59476170 70260947 70274896 76974040 129009633 137699993);CHEBI:(52717 93759);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug	120341102	348.1857	152.437	4371_CARA_HILIC_pos_SIRIUS_merge_6131
837	3	3	N/A	-107.35160486561877	0.7412060301507539	58.83237457966208	C31H40O16	[M + H3N + H]+	VKUXVDUAEAQCSK	InChI=1S/C31H40O16/c1-41-19-7-4-16(11-18(19)35)9-10-43-30-27(40)29(47-31-26(39)25(38)24(37)21(13-32)44-31)28(22(14-33)45-30)46-23(36)8-5-15-3-6-17(34)20(12-15)42-2/h3-8,11-12,21-22,24-35,37-40H,9-10,13-14H2,1-2H3	null	COC1=C(C=C(C=C1)CCOC2C(C(C(C(O2)CO)OC(=O)C=CC3=CC(=C(C=C3)O)OC)OC4C(C(C(C(O4)CO)O)O)O)O)O	-0.400000006	91884993;124222271;132587020	COCONUT:(CNP0255777);KNApSAcK:(31850);Natural Products:(UNPD167153);PubChem:(91884993 124222271 132587020);SuperNatural:(SN00251824)	3178514	686.2636	170.8	4584_CARA_HILIC_pos_SIRIUS_merge_28295
838	4	1	N/A	-586.2166730245806	0.042211055276381915	35.369579339721604	C26H40N8O5	[M + H3N + H]+	PUSZFNDBKFADMS	InChI=1S/C26H40N8O5/c1-19-14-34(20(2)17-35)25(36)5-4-8-33-15-22(29-30-33)18-39-23(19)16-31(3)26(37)28-21-6-7-27-24(13-21)32-9-11-38-12-10-32/h6-7,13,15,19-20,23,35H,4-5,8-12,14,16-18H2,1-3H3,(H,27,28,37)	null	CC1CN(C(=O)CCCN2C=C(COC1CN(C)C(=O)NC3=CC(=NC=C3)N4CCOCC4)N=N2)C(C)CO	-0.600000024	44484524;44485066;44485067;44485754;44486359;44486965;44487417;44488696	PubChem:(44484524 44485066 44485067 44485754 44486359 44486965 44487417 44488696);PubMed;CHEBI:(112534 96450 131268 113472 112616 113351 113268 112525)	98	562.3516	119.79	1660_CARA_HILIC_pos_SIRIUS_merge_5228
839	1	4	N/A	-142.4678241217725	0.9733668341708545	15.816613456909144	C13H20O4	[M + Na]+	WNGDGLDJIWDQAB	InChI=1S/C13H20O4/c1-10(2)12(14)16-8-6-5-7-9-17-13(15)11(3)4/h1,3,5-9H2,2,4H3	1,5-Pentane dimethacrylate	CC(=C)C(=O)OCCCCCOC(=O)C(=C)C	3.14127111	83645	PubChem:(83645);NORMAN:(NS00052628)	262146	263.1232	140.611	4452_CARA_HILIC_pos_SIRIUS_merge_22195
840	3	3	N/A	-109.03599572336562	0.9999999999999999	27.451121461777085	C9H16O8	[M - H4O2 + H]+	VRALXRNJCAEGAU	InChI=1S/C9H16O8/c1-3(8(13)14)16-7-4(2-10)17-9(15)6(12)5(7)11/h3-7,9-12,15H,2H2,1H3,(H,13,14)	null	CC(C(=O)O)OC1C(OC(C(C1O)O)O)CO	-2.5999999	100924518;100924519	COCONUT:(CNP0237266);Natural Products:(UNPD91064 UNPD109129);PubChem:(100924518 100924519);SuperNatural:(SN00233825 SN00356840)	3178498	217.0691	102.914	708_CARA_HILIC_pos_SIRIUS_merge_11243
841	2	2	N/A	-355.66569813139756	0.6834170854271358	20.224221881227592	C24H22N6O6	[M + H3N + H]+	IMHTUOSOPKYEID	InChI=1S/C24H22N6O6/c31-23(18-14-21(29(33)34)16-22(15-18)30(35)36)26-25-19-8-6-17(7-9-19)24(32)28-12-10-27(11-13-28)20-4-2-1-3-5-20/h1-9,14-16,25H,10-13H2,(H,26,31)	3,5-dinitro-N''-[4-(4-phenylpiperazine-1-carbonyl)phenyl]benzohydrazide	C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)NNC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-]	3.79999995	5747324	PubChem:(5747324);PubChem class - safety and toxic	67108866	508.1945	156.082	5006_CARA_HILIC_pos_SIRIUS_merge_27959
842	3	3	N/A	-115.50192411860904	0.9999999999999999	27.437986137962866	C8H14O2	[M + H3N + H]+	PEIJYJCTDDBFEC	InChI=1S/C8H14O2/c1-4-7-8(9-5-2)10-6-3/h5-6,8H,2-4,7H2,1H3	1,1-bis(ethenoxy)butane	CCCC(OC=C)OC=C	2.79999995	66891	PubChem:(66891);NORMAN:(NS00041149)	262146	160.1328	119.105	5431_CARA_HILIC_pos_SIRIUS_merge_4315
843	4	4	N/A	-158.72955148251103	0.9994974874371858	41.19522166036626	C13H23NO2	[M + H3N + H]+	ICQDSEWZOQKQSL	InChI=1S/C13H23NO2/c1-3-12(15)8-10-6-5-7-11(14-10)9-13(16)4-2/h10-11,14H,3-9H2,1-2H3	1-[6-(2-oxobutyl)piperidin-2-yl]butan-2-one	CCC(=O)CC1CCCC(N1)CC(=O)CC	1.0	420416;92163414;92163415;92163416	COCONUT:(CNP0197978);Natural Products:(UNPD134632);PubChem:(420416 92163414 92163415 92163416);SuperNatural:(SN00375825)	3178498	243.206	62.103	4462_CARA_HILIC_pos_SIRIUS_merge_24207
844	1	1	N/A	-249.66690969631426	0.49899497487437194	29.638671213839224	C38H74O6	[M + H3N + H]+	KPTUAUSJTKZRRF	InChI=1S/C38H74O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-41-43-37(39)38(40)44-42-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-36H2,1-2H3	dioctadecyl ethanediperoxoate	CCCCCCCCCCCCCCCCCCOOC(=O)C(=O)OOCCCCCCCCCCCCCCCCCC	18.2000008	104155	NORMAN:(NS00056386);PubChem class - safety and toxic;PubChem:(104155)	67371010	644.584	23.931	4223_CARA_HILIC_pos_SIRIUS_merge_2054
845	1	1	N/A	-234.03026216274907	0.7492462311557789	9.393878967420525	C32H66N2O4	[M + H]+	WUHOJKXEIIYUSL	InChI=1S/C32H66N2O4/c1-3-5-7-9-11-13-15-17-19-33-21-25-35-29-31-37-27-23-34(24-28-38-32-30-36-26-22-33)20-18-16-14-12-10-8-6-4-2/h3-32H2,1-2H3	Kryptofix 22dd	CCCCCCCCCCN1CCOCCOCCN(CCOCCOCC1)CCCCCCCCCC	8.5	72806	NORMAN:(NS00060620);PubChem:(72806);PubMed	262210	543.5085	92.243	4894_CARA_HILIC_pos_SIRIUS_merge_5271
846	4	4	N/A	-179.42345135288292	0.9999999999999999	32.53386265622477	C18H28N2O4	[M + H]+	GOEMGAFJFRBGGG	InChI=1S/C18H28N2O4/c1-5-6-18(23)20-14-7-8-17(16(9-14)13(4)21)24-11-15(22)10-19-12(2)3/h7-9,12,15,19,22H,5-6,10-11H2,1-4H3,(H,20,23)	Sectral	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	2.188169	1978;155082;155083;5231297;6931616;29010886;45038074;76974369	HMDB:(15324);SuperNatural:(SN00001918 SN00001179);ZINC bio:(ZINC00156792 ZINC00968255);additional;MeSH:(1978);PubMed;NORMAN:(NS00006043);COCONUT:(CNP0037032 CNP0335115);PubChem:(1978 155082 155083 5231297 6931616 29010886 45038074 76974369);CHEBI:(62101 2379);PubChem class - bio and metabolites;KEGG:(C06803);PubChem class - safety and toxic;Training Set;PubChem class - drug	121397614	337.211	67.402	5436_CARA_HILIC_pos_SIRIUS_merge_7248
847	1	1	N/A	-169.29116768888733	0.9999999999999999	18.452348320799743	C12H24N6O5	[M + Na]+	KRQSPVKUISQQFS	InChI=1S/C12H24N6O5/c1-6(19)9(11(22)23)18-8(20)5-17-10(21)7(13)3-2-4-16-12(14)15/h6-7,9,19H,2-5,13H2,1H3,(H,17,21)(H,18,20)(H,22,23)(H4,14,15,16)	2-[[2-[[2-amino-5-(diaminomethylideneamino)pentanoyl]amino]acetyl]amino]-3-hydroxybutanoic acid	CC(C(C(=O)O)NC(=O)CNC(=O)C(CCCN=C(N)N)N)O	-5.69999981	18218744;25004890	PubChem:(18218744 25004890);PubChem class - bio and metabolites	16777218	355.1695	180.53	5323_CARA_HILIC_pos_SIRIUS_merge_6778
848	4	5	N/A	-49.642761137589645	0.0442211055276382	46.97439911147157	C20H29N3O4	[M + H]+	CIJLNXXMDUOFPH	InChI=1S/C20H29N3O4/c1-3-13(2)17(21)19(25)23-11-7-10-16(23)18(24)22-15(20(26)27)12-14-8-5-4-6-9-14/h4-6,8-9,13,15-17H,3,7,10-12,21H2,1-2H3,(H,22,24)(H,26,27)	(2S)-2-[[(2S)-1-[(2S,3S)-2-amino-3-methylpentanoyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoic acid	CCC(C)C(C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)O)N	1.730636	16741021;18221877;72200404	PubChem:(16741021 18221877 72200404);PubMed;PubChem class - bio and metabolites	16777282	376.2223	120.952	1366_CARA_HILIC_pos_SIRIUS_merge_4736
849	4	1	N/A	-303.2452493679062	0.935175879396985	34.466188404776105	C22H43N5O7	[M + H]+	QVRLHIRFLRXFIW	InChI=1S/C22H43N5O7/c1-5-27-13-8-12(25)17(33-20-11(24)6-7-14(32-20)10(2)23)15(28)18(13)34-21-16(29)19(26-4)22(3,30)9-31-21/h7,10-13,15-21,26-30H,5-6,8-9,23-25H2,1-4H3	Vertilmicin	CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)C(C)N)N)N	-3.79999995	11376759;52948322;101268397	MeSH:(52948322 101268397);PubChem:(11376759 52948322 101268397);PubMed	70	490.328	34.31	561_CARA_HILIC_pos_SIRIUS_merge_2621
850	2	2	N/A	-53.34247025018667	0.9999999999999999	43.97570698230743	C7H17NO3	[M + H]+	BIHLHMHULOMJLI	InChI=1S/C7H17NO3/c9-5-1-2-8(3-6-10)4-7-11/h9-11H,1-7H2	3-[bis(2-hydroxyethyl)amino]propan-1-ol	C(CN(CCO)CCO)CO	-1.39999998	3034149	PubChem:(3034149);NORMAN:(NS00031715)	262146	164.1277	169.481	6555_CARA_HILIC_pos_SIRIUS_merge_1251
851	2	2	N/A	-151.09025894142664	0.9864321608040203	13.90956488758813	C24H48N2O2	[M - H2O + H]+	NYGFQRKIKKRNLC	InChI=1S/C24H48N2O2/c1-5-6-7-14-18-23(27)19-15-12-10-8-9-11-13-16-20-24(28)25-21-17-22-26(2,3)4/h12,15,23,27H,5-11,13-14,16-22H2,1-4H3/p+1	null	CCCCCCC(CC=CCCCCCCCC(=O)NCCC[N+](C)(C)C)O	5.9000001	57483208;56842392;56846243;76419264;91586213	PubChem:(57483208 56842392 56846243 76419264 91586213);NORMAN:(NS00040796)	262146	379.3679	114.236	4599_CARA_HILIC_pos_SIRIUS_merge_25751
852	2	2	N/A	-179.03300306285288	0.9999999999999999	29.15412366817232	C46H93NO6	[M + H]+	QAAWYIHDOMBTIP	InChI=1S/C46H93NO6/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(50)45(52)46(53)47-41(40-48)44(51)42(49)38-36-34-32-30-28-26-18-16-14-12-10-8-6-4-2/h41-45,48-52H,3-40H2,1-2H3,(H,47,53)	null	CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCCCC)O)O)O)O	14.625886	""	COCONUT:(CNP0314456);Natural Products:(UNPD73389);SuperNatural:(SN00341835)	3178496	756.7066	56.582	5071_CARA_HILIC_pos_SIRIUS_merge_3813
853	4	1	N/A	-442.85844436598086	0.6291457286432163	79.23627348485468	C31H53N5O6	[M + H3N + H]+	KVNSFYMXNIZNCT	InChI=1S/C31H53N5O6/c1-20(37)17-35-18-24-7-6-23(15-25(24)19-36-31(32)33-3)29(40)16-27(41-21(2)38)8-4-22-5-9-28(39)30(14-22)42-26-10-12-34-13-11-26/h5,9,14,20,23-27,29,34-35,37,39-40H,4,6-8,10-13,15-19H2,1-3H3,(H3,32,33,36)	null	CC(CNCC1CCC(CC1CNC(=NC)N)C(CC(CCC2=CC(=C(C=C2)O)OC3CCNCC3)OC(=O)C)O)O	2.94561839	""	COCONUT:(CNP0089391 CNP0189988);SuperNatural:(SN00176434)	3145728	609.4341	81.022	4753_CARA_HILIC_pos_SIRIUS_merge_5384
854	1	1	N/A	-254.14387953290105	0.010552763819095477	9.79905232334788	C54H105NO6S	[M + K]+	GBQDHEZHWNJSLG	InChI=1S/C54H105NO6S/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-52(57)55-50(46-56)48-62-49-51(61-54(59)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-60-53(58)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h50-51,56H,4-49H2,1-3H3,(H,55,57)	null	CCCCCCCCCCCCCCCC(=O)NC(CO)CSCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	21.3999996	49867479	PubChem:(49867479);PubChem class - bio and metabolites	16777218	934.7205	32.398	2122_CARA_HILIC_pos_SIRIUS_merge_20922
855	3	3	N/A	-92.32590178936735	0.9999999999999999	115.97562578029743	C10H20O7	[M - H4O2 + H]+	ZLXYJEYKAQYNPV	InChI=1S/C10H20O7/c1-4(12)5(2)16-10-9(15)8(14)7(13)6(3-11)17-10/h4-15H,3H2,1-2H3	3-Gpxbt	CC(C(C)OC1C(C(C(C(O1)CO)O)O)O)O	-1.89999998	127027;78171387	COCONUT:(CNP0213205);HMDB:(40822);Natural Products:(UNPD130044 UNPD137924 UNPD82933);PubChem:(127027 78171387);SuperNatural:(SN00319553 SN00157742 SN00313866);PubChem class - bio and metabolites;MeSH:(127027);PubMed	19955790	217.1066	34.205	2127_CARA_HILIC_pos_SIRIUS_merge_543
856	4	2	N/A	-262.1023231727301	0.05979899497487438	20.095543921337438	C40H74N2O6	[M - H2O + H]+	GTQGVIPKDAACPM	InChI=1S/C40H74N2O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-37(43)47-39(45)41-35-36-42-40(46)48-38(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35-36H,3-34H2,1-2H3,(H,41,45)(H,42,46)	N,N''-Vinylenebis(stearic acid carbamic acid anhydride)	CCCCCCCCCCCCCCCCCC(=O)OC(=O)NC=CNC(=O)OC(=O)CCCCCCCCCCCCCCCCC	16.0	3033551	PubChem:(3033551);PubChem class - safety and toxic	67108866	661.5469	109.804	1115_CARA_HILIC_pos_SIRIUS_merge_5919
857	2	2	N/A	-141.86516084870385	0.9999999999999999	75.29942374182056	C23H46O3	[M + H3N + H]+	HVWZNSXGOXRKIK	InChI=1S/C23H46O3/c24-22-20-18-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-19-21-23(25)26/h24H,1-22H2,(H,25,26)	Tricosanoic acid, 23-hydroxy-	C(CCCCCCCCCCCO)CCCCCCCCCCC(=O)O	8.35846901	11760442	PubChem:(11760442);KNApSAcK:(35006)	18	388.3798	116.325	1419_CARA_HILIC_pos_SIRIUS_merge_2617
858	2	2	N/A	-361.7979587120606	0.9999999999999999	37.80432568840372	C27H55N5O4	[M - H2O + H]+	TXHYAVVCUSKTJF	InChI=1S/C27H55N5O4/c1-20-23(33)12-11-22(32-20)10-9-21(18-29-3)8-6-4-5-7-13-27(36,17-25(34)35)19-31-26(2)14-15-30-24(28)16-26/h20-24,29-33,36H,4-19,28H2,1-3H3,(H,34,35)	null	CC1C(CCC(N1)CCC(CCCCCCC(CC(=O)O)(CNC2(CCNC(C2)N)C)O)CNC)O	2.05716348	""	COCONUT:(CNP0006792 CNP0089362 CNP0201717);SuperNatural:(SN00164179)	3145728	496.4193	72.169	6086_CARA_HILIC_pos_SIRIUS_merge_2875
859	1	1	N/A	-210.24931325744598	0.9402010050251258	4.2786563749335755	C42H85N3O2	[M - H2O + H]+	VVCMLFGVBUXGEC	InChI=1S/C42H85N3O2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-35-41(46)44-39-33-37-43-38-34-40-45-42(47)36-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h43H,3-40H2,1-2H3,(H,44,46)(H,45,47)	N,N''-Iminobis(dipropylenedistearamide)	CCCCCCCCCCCCCCCCCC(=O)NCCCNCCCNC(=O)CCCCCCCCCCCCCCCCC	16.0	84145	PubChem:(84145);NORMAN:(NS00024533)	262146	646.6593	101.991	960_CARA_HILIC_pos_SIRIUS_merge_24228
