#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	fdr	tags	internalFilename
7403	M+H	57625	1	Chlortetracycline	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf7403	N/A	N/A	QqQ	Positive	in source ESI	479.122	lib-00003.mgf	Bronze	3	0.583887	2715.76	1.30118	1	NIST14	NIST	479.122	N/A	69.286	3	N/A	1	480.423	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000410844	754	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
7135	M+H-H2O-NH3	36894696	1	Labetalol	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf7135	N/A	N/A	IT/ion trap	Positive	APPI	294.149	lib-00003.mgf	Bronze	3	0.584085	6585.86	1.93723	1	NIST14	NIST	294.149	N/A	142.351	3	N/A	1	296.086	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000340643	2789	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
7025	M+H	N/A	1	Spectral Match to His Trp from METLIN	Isolated	Data deposited by daniel	0.0	spectrapklbin/spec-00000.mgf7025	N/A	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	342.156	lib-00003.mgf	Bronze	3	0.586443	79.4701	0.0271912	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	342.156	N/A	140.989	5	N/A	1	342.129	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003134534	2315	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
6852	M+H-H2O	1009816481	1	Thiamet G	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf6852	N/A	N/A	HCD	Positive	ESI	231.08	lib-00003.mgf	Bronze	3	0.587289	4343.95	1.0038	1	NIST14	NIST	231.08	N/A	82.981	5	N/A	1	230.076	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000321641	647	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
6477	M+H	N/A	1	Cer(d20:0/18:0(2OH)); [M+H]+ C38H78N1O4	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf6477	N/A	N/A	HCD; Velos	Positive	LC-ESI	611.585	lib-00003.mgf	Gold	1	0.583939	1437.4	0.879089	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	611.585	N/A	31.392	5	N/A	1	612.464	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003094367	26508	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
6348	343.3	37786064	1	9S,15S-Dihydroxy-5Z,13E-prostadienoic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf6348	N/A	N/A	IT/ion trap	Positive	ESI	343.3	lib-00003.mgf	Bronze	3	0.587679	3022.42	1.0376	1	NIST14	NIST	343.3	N/A	113.329	3	N/A	1	342.262	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000325462	636	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
6180	M+H-H2O	79516828	1	5S,12R,20-Trihydroxy-6Z,8E,10E,14Z-eicosatetraenoic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf6180	N/A	N/A	HCD	Positive	ESI	335.222	lib-00003.mgf	Bronze	3	0.584385	2985.46	1.00079	1	NIST14	NIST	335.222	N/A	79.921	8	N/A	1	334.221	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000238783	2022	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
5615	[M+H]+	N/A	1	MoNA:936764 8-carbamoyl-10-(dimethylazaniumyl)-4,6a,7,11-tetrahydroxy-12-methyl-6,9-dioxo-10a,11,11a,12-tetrahydro-10H-tetracen-5-olate	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf5615	InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,14-15,17,25-27,30,32H,1-3H3,(H2,23,31)	N/A	LC-ESI-QFT	 	LC-ESI-QFT	445.16	lib-00003.mgf	Bronze	3	0.585771	2468.09	1.09869	1	MONA	MoNA	445.16	N/A	74.306	3	N/A	1	446.259	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000568617	22547	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
4690	M+H	24365477	1	Spectral Match to Leupeptin from NIST14	Isolated	Data deposited by mwang87	0.0	spectrapklbin/spec-00000.mgf4690	N/A	N/A	IT/ion trap	Positive	ESI	427.303	lib-00003.mgf	Bronze	3	0.584401	2342.83	1.0011	1	GNPS-NIST14-MATCHES	Data from Zhang Lixin	427.303	N/A	68.649	5	N/A	1	426.302	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003136658	1317	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
4614	M+H	N/A	1	His-Thr-Lys	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf4614	N/A	N/A	QqQ	Positive	ESI	385.219	lib-00003.mgf	Bronze	3	0.584488	2456.26	0.946198	1	NIST14	NIST	385.219	N/A	147.542	7	N/A	1	386.165	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000377530	3202	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
440	M+H	213182220	1	Spectral Match to N-[(1R)-2-Hydroxy-1-methylethyl-9Z-octadecenamide from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectrapklbin/spec-00000.mgf440	N/A	N/A	Q-TOF	Positive	ESI	340.321	lib-00003.mgf	Bronze	3	0.584157	3.85594	0.00131226	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	340.321	N/A	31.174	6	N/A	1	340.32	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003134688	2499	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
4295	M+H	N/A	1	PC(20:0/0:0); [M+H]+ C28H59N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf4295	N/A	N/A	CID; Velos	Positive	LC-ESI	551.395	lib-00003.mgf	Gold	1	0.58489	1908.67	1.05243	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	551.395	N/A	79.636	7	N/A	1	550.343	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003096495	4015	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
3005	M+H-H2O	N/A	1	Glu-Ser	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf3005	N/A	N/A	IT/ion trap	Positive	ESI	217.082	lib-00003.mgf	Bronze	3	0.584152	2.31958	0.00050354	1	NIST14	NIST	217.082	N/A	118.259	7	N/A	1	217.083	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000382932	62300	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
2942	[M+H]	N/A	1	Demeclocycline	Commercial	Garg_Neha	464.099	spectrapklbin/spec-00000.mgf2942	CN(C)C1C2CC3C(O)c4c(Cl)ccc(O)c4C(=C3C(=O)C2(O)C(=C(C(=O)N)C1=O)O)O	N/A	qTof	Positive	LC-ESI	465.109	lib-00001.mgf	Gold	1	0.586717	2793.13	1.2991	1	GNPS-NIH-CLINICALCOLLECTION2	Dorrestein	465.109	N/A	61.277	4	N/A	1	466.406	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000077057	1032	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
28400	M-H	79516828	1	5S,12R,20-Trihydroxy-6Z,8E,10E,14Z-eicosatetraenoic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf28400	N/A	N/A	HCD	Negative	ESI	351.218	lib-00003.mgf	Bronze	3	0.583811	2543.38	0.89328	1	NIST14	NIST	351.218	N/A	28.751	6	N/A	1	350.325	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000238827	30288	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
2552	[M+H]	N/A	1	Demeclocycline	Commercial	Garg_Neha	464.099	spectrapklbin/spec-00000.mgf2552	CN(C)C1C2CC3C(O)c4c(Cl)ccc(O)c4C(=C3C(=O)C2(O)C(=C(C(=O)N)C1=O)O)O	N/A	qTof	Positive	LC-ESI	465.109	lib-00001.mgf	Gold	1	0.586717	2793.13	1.2991	1	GNPS-NIH-CLINICALCOLLECTION2	Dorrestein	465.109	N/A	69.506	4	N/A	1	466.406	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000077057	1032	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
25432	M-H	88495630	1	Artesunate	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf25432	N/A	N/A	IT-FT/ion trap with FTMS	Negative	ESI	383.171	lib-00003.mgf	Bronze	3	0.58346	2663.88	1.02072	1	NIST14	NIST	383.171	N/A	118.015	3	N/A	1	384.192	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000270065	1819	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
25231	M-H	76684894	1	Loxistatin acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf25231	N/A	N/A	IT/ion trap	Negative	ESI	313.177	lib-00003.mgf	Bronze	3	0.585276	37.7113	0.0118103	1	NIST14	NIST	313.177	N/A	138.877	3	N/A	1	313.165	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000410222	1554	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
24371	M+H	88952721	1	3'-Methoxy-6-methylflavone	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf24371	N/A	N/A	HCD	Positive	ESI	267.102	lib-00003.mgf	Bronze	3	0.586848	7330.45	1.95798	1	NIST14	NIST	267.102	N/A	125.488	3	N/A	1	265.144	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000328927	721	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
2406	M+H	n/a	1	NCGC00180203-02_C21H28O5_(5xi,6beta,7alpha)-11,12-Dihydroxy-7-methoxy-6,20-epoxyabieta-8,11,13-trien-20-one	isolated	lfnothias	360.194	spectrapklbin/spec-00000.mgf2406	InChI=1S/C21H28O5/c1-10(2)11-9-12-13(15(23)14(11)22)21-8-6-7-20(3,4)18(21)17(16(12)25-5)26-19(21)24/h9-10,16-18,22-23H,6-8H2,1-5H3/t16-,17+,18?,21-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	361.201	lib-00003.mgf	Gold	1	0.585103	5249.99	1.8963	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	361.201	n/a	32.701	12	CO[C@@H]1[C@H]2OC(=O)[C@@]3(CCCC(C)(C)C23)C4=C1C=C(C(C)C)C(=C4O)O	1	359.305	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000851552	7182	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
2404	M+H	930121	1	Decaethylene glycol tridecyl ether	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2404	N/A	N/A	QqQ	Positive	ESI	641.483	lib-00003.mgf	Bronze	3	0.584051	2992.47	1.91962	1	NIST14	NIST	641.483	N/A	107.616	6	N/A	1	643.403	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000333894	1066	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
23708	M+H	519038938	1	14,15-EE-(8Z)-E	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf23708	N/A	N/A	HCD	Positive	ESI	325.274	lib-00003.mgf	Bronze	3	0.583572	3190.2	1.03769	1	NIST14	NIST	325.274	N/A	31.392	8	N/A	1	324.236	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000243105	2104	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
23011	M+H	N/A	1	Ile-Asn-Lys	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf23011	N/A	N/A	Q-TOF	Positive	ESI	374.24	lib-00003.mgf	Bronze	3	0.587507	2531.82	0.94751	1	NIST14	NIST	374.24	N/A	124.486	7	N/A	1	375.188	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000388637	2088	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
2299	M+H-H2O	29838673	1	Astilbin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2299	N/A	N/A	IT/ion trap	Positive	ESI	433.113	lib-00003.mgf	Bronze	3	0.586115	1928.38	0.835205	1	NIST14	NIST	433.113	N/A	86.021	3	N/A	1	432.278	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000267805	1442	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
2025	[M+NH4]+	N/A	1	MoNA:34112 Triacylglycerol 10:0-16:0-18:1	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf2025	InChI=1S/C47H88O6/c1-4-7-10-13-16-18-20-22-23-25-26-28-31-34-37-40-46(49)52-43-44(42-51-45(48)39-36-33-30-15-12-9-6-3)53-47(50)41-38-35-32-29-27-24-21-19-17-14-11-8-5-2/h31,34,44H,4-30,32-33,35-43H2,1-3H3/b34-31-	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	766.6	lib-00003.mgf	Bronze	3	0.587393	119.109	0.0913086	1	MONA	MoNA	766.6	N/A	24.882	6	N/A	1	766.691	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000563358	5512	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
19936	255.1	83709733	1	5S,12S-Dihydroxy-6Z,8E,10E,14Z-eicosatetraenoic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf19936	N/A	N/A	IT/ion trap	Negative	ESI	255.1	lib-00003.mgf	Bronze	3	0.585468	3995.28	1.0192	1	NIST14	NIST	255.1	N/A	102.096	5	N/A	1	256.119	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000238702	602	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
18451	M+H	N/A	1	Cer(d18:0/18:0); [M+H]+ C36H74N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf18451	N/A	N/A	CID; Lumos	Positive	LC-ESI	567.559	lib-00003.mgf	Gold	1	0.588074	1864.52	1.05823	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	567.559	N/A	27.479	4	N/A	1	566.501	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003089378	5186	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
17615	M+H	N/A	1	PyroGlu-Gln-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf17615	N/A	N/A	Q-TOF	Positive	ESI	414.21	lib-00003.mgf	Bronze	3	0.585048	2371.8	0.982422	1	NIST14	NIST	414.21	N/A	162.748	4	N/A	1	415.192	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000390528	182	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
17542	[M+H]+	816-90-0	1	MassbankEU:ET160102 PRI_275.1391_17.2|8-(3-carboxy-1-methylpropylamino)-6-methoxyquinoline|4-[(6-methoxyquinolin-8-yl)amino]pentanoic acid	Isolated	Massbank	0.0	spectrapklbin/spec-00000.mgf17542	1S/C15H18N2O3/c1-10(5-6-14(18)19)17-13-9-12(20-2)8-11-4-3-7-16-15(11)13/h3-4,7-10,17H,5-6H2,1-2H3,(H,18,19)	N/A	LC-ESI-QFT	Positive	ESI	275.139	lib-00003.mgf	Bronze	3	0.584231	7097.8	1.95288	1	MASSBANKEU	Massbank EU	275.139	N/A	77.15	5	COC1=CC2=CC=CN=C2C(NC(C)CCC(O)=O)=C1	1	277.092	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000578856	1778	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
17173	M+Na	N/A	1	15-Deoxy-.DELTA.12,14-prostaglandin J2-2-glycerol ester	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf17173	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	413.23	lib-00003.mgf	Bronze	3	0.585983	2419.74	0.999908	1	NIST14	NIST	413.23	N/A	73.305	3	N/A	1	412.23	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000237869	347	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
15247	345.0	34444014	1	Cefamandole	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf15247	N/A	N/A	IT/ion trap	Negative	ESI	345.0	lib-00003.mgf	Bronze	3	0.585896	2922.61	1.0083	1	NIST14	NIST	345.0	N/A	176.996	4	N/A	1	346.008	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000304947	2589	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
14686	M-H	N/A	1	PE(17:1/18:1); [M-H]- C40H75N1O8P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf14686	N/A	N/A	CID; Velos	Negative	LC-ESI	729.531	lib-00003.mgf	Gold	1	0.587787	2702	1.97119	1	PNNL-LIPIDS-NEGATIVE	Thomas Metz	729.531	N/A	82.221	7	N/A	1	731.502	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003106494	4054	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
1422	730.2	N/A	1	Glycan Man5-2AA	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf1422	N/A	N/A	IT/ion trap	Positive	ESI	730.2	lib-00003.mgf	Bronze	3	0.583344	2086.41	1.5235	1	NIST14	NIST	730.2	N/A	33.53	3	N/A	1	728.677	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000415247	6593	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
1380	M+H	36271495	1	Spectral Match to N-Octadecanoyl-1-.beta.-galactosyl-sphing-4-enine from NIST14	Isolated	Data deposited by alchemistmatt	0.0	spectrapklbin/spec-00000.mgf1380	N/A	N/A	Q-TOF	Positive	ESI	728.6	lib-00003.mgf	Bronze	3	0.583792	2608.7	1.9007	1	GNPS-NIST14-MATCHES	Data from Katrina Waters;Yoshihiro Kawaoka;Michael Diamond;Richard Smith;Thomas Metz	728.6	N/A	33.035	3	N/A	1	726.699	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003136112	11133	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
13093	355.2	71953805	1	9S,11,15S-Trihydroxythromboxa-5Z,13E,17Z-trien-1-oic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf13093	N/A	N/A	IT/ion trap	Positive	ESI	355.2	lib-00003.mgf	Bronze	3	0.583753	2967.04	1.05389	1	NIST14	NIST	355.2	N/A	119.331	3	N/A	1	356.254	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000235988	991	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
12890	405.3	N/A	1	15-Deoxy-.DELTA.12,14-prostaglandin J2-biotinamide	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf12890	N/A	N/A	IT/ion trap	Positive	ESI	405.3	lib-00003.mgf	Bronze	3	0.586871	2659.46	1.07788	1	NIST14	NIST	405.3	N/A	157.892	3	N/A	1	404.222	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000235227	911	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
11244	M+H-H2O	130209766	1	Bimatoprost isopropyl ester	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf11244	N/A	N/A	HCD	Positive	ESI	413.269	lib-00003.mgf	Bronze	3	0.584437	17.9442	0.00741577	1	NIST14	NIST	413.269	N/A	73.948	4	N/A	1	413.262	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000244113	1931	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
11213	M+H	N/A	1	Cer(d18:0/24:0(2OH)); [M+H]+ C42H86N1O4	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf11213	N/A	N/A	CID; Velos	Positive	LC-ESI	667.648	lib-00003.mgf	Gold	1	0.586446	1886.23	1.25934	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	667.648	N/A	87.098	4	N/A	1	666.389	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003133782	1701	UPDATE-SINGLE-ANNOTATED-GOLD	0.246761658031	 	spec-00000.mgf
10937	[M+H]+	N/A	1	MoNA:741166 Tetracycline	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf10937	InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25,27-28,31-32H,7H2,1-3H3,(H2,23,30)/t9-,10-,15-,21+,22-/m0/s1	N/A	LC-ESI-QFT	 	LC-ESI-QFT	445.16	lib-00003.mgf	Bronze	3	0.585429	1909.65	0.850098	1	MONA	MoNA	445.16	N/A	74.691	4	N/A	1	444.31	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000566445	1869	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
10737	M+H-H2O	N/A	1	17-Phenoxy trinor prostaglandin F2.alpha.	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf10737	N/A	N/A	IT/ion trap	Positive	ESI	387.217	lib-00003.mgf	Bronze	3	0.583441	2438.93	0.944397	1	NIST14	NIST	387.217	N/A	54.223	3	N/A	1	386.273	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000308912	478	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
10400	M+H	N/A	1	Spectral Match to His Trp from METLIN	Isolated	Data deposited by daniel	0.0	spectrapklbin/spec-00000.mgf10400	N/A	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	342.156	lib-00003.mgf	Bronze	3	0.586443	76.8835	0.0263062	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	342.156	N/A	142.001	5	N/A	1	342.13	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003134534	2315	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
10102	491.3	10030736	1	Palmitelaidic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf10102	N/A	N/A	IT/ion trap	Positive	ESI	491.3	lib-00003.mgf	Bronze	3	0.588194	2212.51	1.08701	1	NIST14	NIST	491.3	N/A	120.75	3	N/A	1	492.387	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000289089	2197	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246761658031	 	spec-00000.mgf
22976	M+H	N/A	1	Asn-Pro-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf22976	N/A	N/A	QqQ	Positive	ESI	386.215	lib-00003.mgf	Bronze	3	0.588405	5157.21	1.99179	1	NIST14	NIST	386.215	N/A	61.39	3	N/A	1	384.223	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000380840	895	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246611570248	 	spec-00000.mgf
9740	215.1	5452993	1	2,5-Dimethoxy-2'-hydroxychalcone	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf9740	N/A	N/A	IT/ion trap	Positive	ESI	215.1	lib-00003.mgf	Bronze	3	0.589042	345.398	0.074295	1	NIST14	NIST	215.1	N/A	53.038	4	N/A	1	215.174	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000327159	5747	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246443929871	 	spec-00000.mgf
8361	M-H	478931827	1	trans-EKODE-(E)-Ib	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8361	N/A	N/A	HCD	Negative	ESI	309.207	lib-00003.mgf	Bronze	3	0.589375	6195.16	1.91559	1	NIST14	NIST	309.207	N/A	79.711	3	N/A	1	311.123	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000242119	997	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246443929871	 	spec-00000.mgf
4028	M+H	144161795	1	5-Deoxy-5-(dimethylarsinoyl)-.beta.-ribofuranose	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf4028	N/A	N/A	IT/ion trap	Positive	ESI	255.021	lib-00003.mgf	Bronze	3	0.588986	7082.13	1.80609	1	NIST14	NIST	255.021	N/A	30.788	4	N/A	1	253.215	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000338423	1233	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246443929871	 	spec-00000.mgf
333	M-H	74609395	1	Glycan 6'-Sialyllactose	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf333	N/A	N/A	IT/ion trap	Negative	ESI	632.204	lib-00003.mgf	Bronze	3	0.588725	1562.46	0.987793	1	NIST14	NIST	632.204	N/A	83.008	3	N/A	1	631.216	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000414930	3020	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246443929871	 	spec-00000.mgf
26719	M+Na	1217458586	1	13(S)-HODE-biotin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf26719	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	559.329	lib-00003.mgf	Bronze	3	0.589179	1470.09	0.822266	1	NIST14	NIST	559.329	N/A	54.169	3	N/A	1	558.507	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000232831	3121	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246443929871	 	spec-00000.mgf
25949	M-H	59563	1	Glucose 1-phosphate	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf25949	N/A	N/A	IT/ion trap	Negative	ESI	259.022	lib-00003.mgf	Bronze	3	0.588712	4491.83	1.16348	1	NIST14	NIST	259.022	N/A	53.014	3	N/A	1	260.185	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000274050	902	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246443929871	 	spec-00000.mgf
24442	M+H	98106173	1	Difloxacin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf24442	N/A	N/A	QqQ	Positive	ESI	400.147	lib-00003.mgf	Bronze	3	0.588962	4938.22	1.97601	1	NIST14	NIST	400.147	N/A	91.334	3	N/A	1	398.171	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000345754	905	UPDATE-SINGLE-ANNOTATED-BRONZE	0.246443929871	 	spec-00000.mgf
