shared_name	Zod_molecularFormula	Zod_adduct	Zod_ZodiacScore	Zod_TreeScore	Zod_numExplainedPeaks	Zod_explainedIntensity	Zod_id	Zod_massErrorPrecursor(ppm)	Zod_medianAbsoluteMassErrorFragmentPeaks(ppm)
3095	C46H86O6	[M + H3N + H]+	1.0	48.71	11	0.915	3181_CARA_HILIC_pos_SIRIUS_merge_3095	1.507	1.655
8079	C12H24N2O7	[M - H2O + H]+	1.0	47.564	20	0.922	4319_CARA_HILIC_pos_SIRIUS_merge_8079	-61863.254	7.924
600	C12H22O11	[M - H2O + H]+	1.0	45.299	9	0.759	4315_CARA_HILIC_pos_SIRIUS_merge_600	-55398.923	8.243
4308	C9H15N3O4	[M - H2O + H]+	1.0	48.407	9	0.97	5438_CARA_HILIC_pos_SIRIUS_merge_4308	-84922.27	3.42
1714	C16H33NO2	[M + H]+	1.0	45.494	10	0.85	3772_CARA_HILIC_pos_SIRIUS_merge_1714	-1.49	1.989
4364	C16H29N3O4	[M + H]+	1.0	43.242	17	0.749	605_CARA_HILIC_pos_SIRIUS_merge_4364	-5.127	3.342
18645	C8H6O4	[M - H2O + H]+	1.0	48.295	7	0.496	6309_CARA_HILIC_pos_SIRIUS_merge_18645	-120858.263	8.241
4551	C12H16N2O5	[M + H]+	1.0	44.113	11	0.99	1900_CARA_HILIC_pos_SIRIUS_merge_4551	-3.709	4.518
27904	C32H66O8	[M - H4O2 + H]+	1.0	48.217	9	0.578	3673_CARA_HILIC_pos_SIRIUS_merge_27904	-66285.808	6.475
5656	C13H25NO	[M + H3N + H]+	1.0	42.797	8	0.918	3028_CARA_HILIC_pos_SIRIUS_merge_5656	-1.047	4.996
1369	C4H9NO3	[M + H]+	1.0	44.229	12	0.992	4883_CARA_HILIC_pos_SIRIUS_merge_1369	-1.829	1.697
1465	C16H35N	[M + H]+	1.0	42.639	12	0.816	4807_CARA_HILIC_pos_SIRIUS_merge_1465	-1.761	5.075
2187	C18H38O4	[M + H]+	1.0	45.164	6	0.658	872_CARA_HILIC_pos_SIRIUS_merge_2187	-0.896	14.664
23823	C14H12O4	[M + H]+	1.0	45.593	11	0.797	5151_CARA_HILIC_pos_SIRIUS_merge_23823	-3.0	3.453
9126	C14H27N3O4	[M + H]+	1.0	47.941	8	0.681	3106_CARA_HILIC_pos_SIRIUS_merge_9126	-4.41	5.693
758	C20H42O4	[M + H]+	1.0	47.748	9	0.889	4555_CARA_HILIC_pos_SIRIUS_merge_758	-4.567	10.702
530	C6H13NO2	[M + H]+	1.0	45.114	7	0.95	232_CARA_HILIC_pos_SIRIUS_merge_530	-1.553	2.558
2949	C16H34O3	[M + H]+	1.0	44.99	9	0.825	2466_CARA_HILIC_pos_SIRIUS_merge_2949	-2.076	7.342
1785	C18H34O2	[M + H3N + H]+	1.0	42.028	11	0.94	1056_CARA_HILIC_pos_SIRIUS_merge_1785	-1.352	3.002
4241	C18H32O4	[M + H3N + H]+	1.0	47.513	13	0.706	4095_CARA_HILIC_pos_SIRIUS_merge_4241	-2.68	8.288
3162	C22H46O5	[M + H]+	1.0	47.476	17	0.762	4108_CARA_HILIC_pos_SIRIUS_merge_3162	-2.558	7.67
20049	C34H65NO4	[M + H]+	1.0	47.473	39	0.835	6376_CARA_HILIC_pos_SIRIUS_merge_20049	1.926	1.731
4363	C11H21N3O5	[M - H2O + H]+	1.0	42.531	19	0.952	1511_CARA_HILIC_pos_SIRIUS_merge_4363	-69772.674	3.403
9898	C23H47NO6S2	[M - H4O2 + H]+	1.0	43.387	15	0.609	1602_CARA_HILIC_pos_SIRIUS_merge_9898	-77920.832	6.697
631	C16H22O4	[M + H]+	1.0	47.405	9	0.613	43_CARA_HILIC_pos_SIRIUS_merge_631	-6.038	4.576
3846	C51H98O6	[M + H3N + H]+	1.0	45.974	17	0.908	5447_CARA_HILIC_pos_SIRIUS_merge_3846	-2.384	4.059
1021	C6H8N2O2S	[M + K]+	1.0	47.287	10	0.974	6012_CARA_HILIC_pos_SIRIUS_merge_1021	-9.036	7.689
4627	C21H38O5	[M + H3N + H]+	1.0	47.251	10	0.568	270_CARA_HILIC_pos_SIRIUS_merge_4627	-0.386	2.4
576	C12H14O4	[M - H2O + H]+	1.0	44.787	11	0.991	3262_CARA_HILIC_pos_SIRIUS_merge_576	-87825.02	4.685
4247	C38H68O5	[M + H3N + H]+	1.0	47.194	20	0.589	6096_CARA_HILIC_pos_SIRIUS_merge_4247	-3.375	3.94
6633	C21H41N5O8	[M + H]+	1.0	40.214	19	0.891	2872_CARA_HILIC_pos_SIRIUS_merge_6633	-6.885	4.505
4102	C14H20N2O3	[M + H]+	1.0	44.383	7	0.803	3662_CARA_HILIC_pos_SIRIUS_merge_4102	-3.654	3.972
2350	C26H51BN2O5	[M + H]+	1.0	47.078	44	0.482	3303_CARA_HILIC_pos_SIRIUS_merge_2350	2.879	3.795
19376	C23H44O4	[M + H3N + H]+	1.0	41.582	10	0.931	4571_CARA_HILIC_pos_SIRIUS_merge_19376	-4.189	5.394
2677	C18H46B6N6	[M + Na]+	1.0	47.027	37	0.376	3806_CARA_HILIC_pos_SIRIUS_merge_2677	5.267	5.412
6946	C10H15NO	[M - H2O + H]+	1.0	44.563	19	1.0	5746_CARA_HILIC_pos_SIRIUS_merge_6946	-121607.553	4.675
147	C24H48O2	[M + H3N + H]+	1.0	41.694	19	0.782	5130_CARA_HILIC_pos_SIRIUS_merge_147	-1.44	5.929
4558	C33H65NO4	[M - H2O + H]+	1.0	46.959	42	0.925	4675_CARA_HILIC_pos_SIRIUS_merge_4558	-34473.086	2.857
1408	C32H63NO3	[M + H]+	1.0	46.855	10	0.912	5744_CARA_HILIC_pos_SIRIUS_merge_1408	-3.862	2.154
8008	C22H42O8	[M + H3N + H]+	1.0	46.854	21	0.866	707_CARA_HILIC_pos_SIRIUS_merge_8008	-3.966	4.617
6343	C19H36BNO	[M + Na]+	1.0	46.77	17	0.269	2199_CARA_HILIC_pos_SIRIUS_merge_6343	-0.451	6.235
4387	C15H18N4O3	[M + H]+	1.0	46.766	14	0.974	3354_CARA_HILIC_pos_SIRIUS_merge_4387	-3.849	2.812
7112	C12H10N2O2	[M + H3N + H]+	1.0	44.259	14	0.877	1538_CARA_HILIC_pos_SIRIUS_merge_7112	-3.245	5.715
97	C30H56N4O5	[M + H3N + H]+	1.0	46.736	41	0.831	1949_CARA_HILIC_pos_SIRIUS_merge_97	-3.324	6.108
20440	C23H35BN4O3	[M + H]+	1.0	46.689	15	0.386	1421_CARA_HILIC_pos_SIRIUS_merge_20440	3.215	4.201
1983	C16H32O3	[M - H4O2 + H]+	1.0	43.588	8	0.692	2927_CARA_HILIC_pos_SIRIUS_merge_1983	-151850.437	13.626
8283	C5H6N2	[M + H3N + H]+	1.0	44.204	16	0.983	5902_CARA_HILIC_pos_SIRIUS_merge_8283	-10.026	7.9
17576	C36H71NO4	[M + H]+	1.0	46.417	23	0.502	1555_CARA_HILIC_pos_SIRIUS_merge_17576	-2.036	3.192
1023	C5H4N2	[M + H3N + H]+	1.0	43.802	10	1.0	5841_CARA_HILIC_pos_SIRIUS_merge_1023	-6.12	1.476
2175	C36H66O5	[M + H3N + H]+	1.0	46.374	16	0.404	4053_CARA_HILIC_pos_SIRIUS_merge_2175	-6.455	4.877
10268	C10H10N2O2	[M + H3N + H]+	1.0	46.356	9	0.878	4465_CARA_HILIC_pos_SIRIUS_merge_10268	-5.06	9.224
3423	C24H44O5	[M + H3N + H]+	1.0	46.308	15	0.867	1203_CARA_HILIC_pos_SIRIUS_merge_3423	-0.697	6.109
13861	C8H12	[M + H3N + H]+	1.0	43.738	11	1.0	2476_CARA_HILIC_pos_SIRIUS_merge_13861	-5.756	7.052
24390	C11H18BN5O5	[M - H4O2 + H]+	1.0	46.157	22	0.977	4760_CARA_HILIC_pos_SIRIUS_merge_24390	-130933.455	4.606
1734	C11H22N2O3	[M + H]+	1.0	41.338	11	0.977	1893_CARA_HILIC_pos_SIRIUS_merge_1734	-1.813	2.438
776	C6H12NO2	[M + Na]+	1.0	43.098	16	0.871	695_CARA_HILIC_pos_SIRIUS_merge_776	-1.465	6.261
8289	C6H11NO4	[M + H]+	1.0	45.737	8	1.0	6270_CARA_HILIC_pos_SIRIUS_merge_8289	-8.541	5.161
20617	C6H11NO4	[M + H]+	1.0	45.737	8	1.0	1664_CARA_HILIC_pos_SIRIUS_merge_20617	-7.307	5.161
1664	C22H42N3O5P	[M + H]+	1.0	42.617	18	0.896	1063_CARA_HILIC_pos_SIRIUS_merge_1664	-0.184	4.321
1577	C56H113NO5	[M - H2O + H]+	1.0	45.633	18	0.609	3296_CARA_HILIC_pos_SIRIUS_merge_1577	-20881.285	4.216
17939	C26H49N5O9	[M - H2O + H]+	1.0	45.616	14	0.882	1932_CARA_HILIC_pos_SIRIUS_merge_17939	-32260.551	4.317
2867	C16H34N2O	[M + H]+	1.0	45.59	14	0.986	1800_CARA_HILIC_pos_SIRIUS_merge_2867	-3.281	2.53
2209	C11H20N2O5	[M + H]+	1.0	41.464	8	0.86	4468_CARA_HILIC_pos_SIRIUS_merge_2209	-4.588	9.349
4706	C7H12O4	[M + H3N + H]+	1.0	43.532	11	0.775	2616_CARA_HILIC_pos_SIRIUS_merge_4706	-6.089	3.824
9052	C17H24N6O3	[M + H]+	1.0	42.641	12	0.91	4179_CARA_HILIC_pos_SIRIUS_merge_9052	-3.502	1.184
1413	C42H83NO3	[M + H]+	1.0	45.498	19	0.768	2054_CARA_HILIC_pos_SIRIUS_merge_1413	-2.57	2.243
1411	C7H9N3O3	[M + H]+	1.0	40.765	12	0.973	712_CARA_HILIC_pos_SIRIUS_merge_1411	0.176	4.537
4482	C8H19BN4O3	[M - H2O + H]+	1.0	45.462	11	0.656	5677_CARA_HILIC_pos_SIRIUS_merge_4482	-84898.722	4.674
27524	C10H17N3O4	[M - H2O + H]+	1.0	45.41	10	0.977	3538_CARA_HILIC_pos_SIRIUS_merge_27524	-79656.296	5.478
5449	C22H38O2	[M + H3N + H]+	1.0	45.341	14	0.966	1876_CARA_HILIC_pos_SIRIUS_merge_5449	-4.842	5.098
3899	C10H10N2	[M + H3N + H]+	1.0	40.969	11	0.939	1934_CARA_HILIC_pos_SIRIUS_merge_3899	-2.975	6.406
7061	C16H30N4O5	[M + H]+	1.0	44.903	14	0.929	1380_CARA_HILIC_pos_SIRIUS_merge_7061	-3.609	6.036
11559	C5H4N2	[M + H3N + H]+	1.0	42.689	9	1.0	3985_CARA_HILIC_pos_SIRIUS_merge_11559	-5.212	2.103
959	C9H16O3	[M - H2O + H]+	1.0	45.117	10	0.904	1230_CARA_HILIC_pos_SIRIUS_merge_959	-116125.61	6.996
8010	C23H20ClNO2	[M + Na]+	1.0	44.993	21	0.648	2969_CARA_HILIC_pos_SIRIUS_merge_8010	-8.941	6.758
3217	C49H92O6	[M + H3N + H]+	1.0	44.97	14	0.727	5090_CARA_HILIC_pos_SIRIUS_merge_3217	0.483	3.201
2439	C6H15NO2	[M + H]+	1.0	42.327	17	0.99	4877_CARA_HILIC_pos_SIRIUS_merge_2439	-3.394	2.725
1538	C35H64O5	[M + H3N + H]+	1.0	39.411	13	0.871	2525_CARA_HILIC_pos_SIRIUS_merge_1538	-2.061	2.918
4302	C15H22N2O4	[M + H]+	1.0	41.749	18	0.986	3002_CARA_HILIC_pos_SIRIUS_merge_4302	-4.179	4.034
1498	C11H20N4O6	[M - H2O + H]+	1.0	39.396	16	0.976	994_CARA_HILIC_pos_SIRIUS_merge_1498	-62726.173	4.168
12867	C11H18N4O3	[M + H]+	1.0	41.571	14	0.995	3927_CARA_HILIC_pos_SIRIUS_merge_12867	-3.006	2.942
2273	C29H57N5O9	[M - H2O + H]+	1.0	44.6	17	0.956	3647_CARA_HILIC_pos_SIRIUS_merge_2273	-29895.591	2.536
1294	C43H87NO4	[M + H]+	1.0	44.597	16	0.741	4227_CARA_HILIC_pos_SIRIUS_merge_1294	-2.91	5.323
15693	C11H19N5O2	[M + Na]+	1.0	44.574	8	0.729	655_CARA_HILIC_pos_SIRIUS_merge_15693	-8.675	5.247
1289	C34H69NO4	[M + H]+	1.0	38.764	32	0.798	1921_CARA_HILIC_pos_SIRIUS_merge_1289	-4.916	3.564
23877	C18H47N7O3	[M - H2O + H]+	1.0	44.417	14	0.494	3074_CARA_HILIC_pos_SIRIUS_merge_23877	-45904.171	6.831
20230	C9H17NO4	[M - H2O + H]+	1.0	44.359	9	0.864	1455_CARA_HILIC_pos_SIRIUS_merge_20230	-96779.96	7.881
4671	C23H48N2O2	[M + H3N + H]+	1.0	42.282	12	0.746	15_CARA_HILIC_pos_SIRIUS_merge_4671	3.965	4.2
9563	C15H31NO2	[M + H]+	1.0	41.228	15	0.926	3134_CARA_HILIC_pos_SIRIUS_merge_9563	-4.088	4.432
2583	C54H100O6	[M + H3N + H]+	1.0	44.345	20	0.789	233_CARA_HILIC_pos_SIRIUS_merge_2583	-0.135	3.828
9350	C17H35NO4S	[M + H]+	1.0	44.289	14	0.962	4759_CARA_HILIC_pos_SIRIUS_merge_9350	-7.298	8.512
13045	C8H14N2O5	[M + H]+	1.0	42.816	11	0.978	70_CARA_HILIC_pos_SIRIUS_merge_13045	5.714	6.404
2226	C35H64O5	[M + H3N + H]+	1.0	43.064	17	0.696	5961_CARA_HILIC_pos_SIRIUS_merge_2226	-2.576	2.627
4310	C11H21N5O5	[M + H]+	1.0	44.174	32	0.987	974_CARA_HILIC_pos_SIRIUS_merge_4310	-3.108	3.109
17898	C15H21N5O9	[M - H4O2 + H]+	1.0	39.638	16	0.87	5100_CARA_HILIC_pos_SIRIUS_merge_17898	-94770.78	6.392
5813	C30H59N5O4	[M + H]+	1.0	38.426	19	0.933	5226_CARA_HILIC_pos_SIRIUS_merge_5813	-3.935	4.058
486	C10H22O6	[M + H]+	1.0	38.993	11	0.992	4136_CARA_HILIC_pos_SIRIUS_merge_486	0.774	3.912
6322	C21H45O4P	[M + H]+	1.0	44.08	10	0.448	2381_CARA_HILIC_pos_SIRIUS_merge_6322	8.332	10.172
7567	C18H36N2O3	[M + H]+	1.0	39.175	11	0.44	791_CARA_HILIC_pos_SIRIUS_merge_7567	-2.641	5.044
4608	C11H16N4O5	[M + Na]+	1.0	39.272	13	0.984	101_CARA_HILIC_pos_SIRIUS_merge_4608	-1.922	2.391
22184	C6H8N2O2S	[M + K]+	1.0	44.02	9	0.942	2349_CARA_HILIC_pos_SIRIUS_merge_22184	-7.614	4.905
4243	C17H33NO4	[M + H]+	1.0	38.834	19	0.883	1813_CARA_HILIC_pos_SIRIUS_merge_4243	-1.692	5.221
1750	C14H24N4O4	[M + H3N + H]+	1.0	43.988	11	0.57	747_CARA_HILIC_pos_SIRIUS_merge_1750	-6.301	7.879
9629	C11H9BO3	[M + H3N + H]+	1.0	43.986	6	0.805	2115_CARA_HILIC_pos_SIRIUS_merge_9629	-8.437	3.452
1251	C7H17NO3	[M + H]+	1.0	41.405	15	0.992	6555_CARA_HILIC_pos_SIRIUS_merge_1251	-2.558	3.987
434	C5H9NO4	[M - H2O + H]+	1.0	41.471	12	0.993	257_CARA_HILIC_pos_SIRIUS_merge_434	-138489.412	1.368
2075	C10H18N2O3	[M + H]+	1.0	39.767	7	0.977	1305_CARA_HILIC_pos_SIRIUS_merge_2075	-4.271	4.648
6338	C5H9NO4	[M - H2O + H]+	1.0	41.498	12	0.993	6027_CARA_HILIC_pos_SIRIUS_merge_6338	-138494.665	1.794
19330	C7H10O5	[M - H2O + H]+	1.0	41.186	10	0.949	3747_CARA_HILIC_pos_SIRIUS_merge_19330	-114684.588	4.66
2199	C27H55N5O4	[M - H2O + H]+	1.0	38.663	22	0.812	1265_CARA_HILIC_pos_SIRIUS_merge_2199	-36286.418	5.415
5247	C15H15N5O4	[M + H3N + H]+	1.0	41.992	7	0.957	5439_CARA_HILIC_pos_SIRIUS_merge_5247	-4.118	4.217
2248	C16H28N6O8	[M + H]+	1.0	40.414	14	0.878	574_CARA_HILIC_pos_SIRIUS_merge_2248	-1.473	5.907
23092	C20H25I2O8P	[M + H3N + H]+	1.0	43.731	16	0.281	5799_CARA_HILIC_pos_SIRIUS_merge_23092	1.328	4.441
208	C12H26O5	[M + H]+	1.0	43.724	21	0.735	1346_CARA_HILIC_pos_SIRIUS_merge_208	-3.585	7.927
1634	C16H32O3	[M + H3N + H]+	1.0	38.363	25	0.981	2380_CARA_HILIC_pos_SIRIUS_merge_1634	-1.621	4.632
5977	C34H64O6	[M + H3N + H]+	1.0	43.636	13	0.623	5651_CARA_HILIC_pos_SIRIUS_merge_5977	-2.584	5.284
20473	C35H64O5	[M + H3N + H]+	1.0	36.073	19	0.855	2537_CARA_HILIC_pos_SIRIUS_merge_20473	-5.323	3.293
93	C23H26N6O2	[M + H3N + H]+	1.0	37.78	8	0.993	5473_CARA_HILIC_pos_SIRIUS_merge_93	-2.406	3.045
19131	C33H67N5O2	[M + Na]+	1.0	43.498	24	0.706	2403_CARA_HILIC_pos_SIRIUS_merge_19131	2.384	4.608
1866	C19H40N2O	[M + H]+	1.0	38.028	12	0.984	2821_CARA_HILIC_pos_SIRIUS_merge_1866	-0.448	5.903
1237	C14H31NO	[M + H]+	1.0	38.31	12	0.863	67_CARA_HILIC_pos_SIRIUS_merge_1237	-3.219	8.178
5654	C15H32N2O	[M + H]+	1.0	38.496	9	0.944	1289_CARA_HILIC_pos_SIRIUS_merge_5654	-0.933	2.202
9359	C17H28N2O6	[M + H3N + H]+	1.0	43.289	18	0.908	3284_CARA_HILIC_pos_SIRIUS_merge_9359	-3.106	5.625
13307	C40H78O9	[M - H4O2 + H]+	1.0	36.664	12	0.68	484_CARA_HILIC_pos_SIRIUS_merge_13307	-53958.45	5.491
1660	C6H11NO4	[M + H]+	1.0	40.978	10	0.992	569_CARA_HILIC_pos_SIRIUS_merge_1660	-1.137	3.996
4289	C14H18N2O4	[M + H]+	1.0	40.168	17	0.832	5481_CARA_HILIC_pos_SIRIUS_merge_4289	-0.837	7.308
7475	C26H52O5	[M + H]+	1.0	43.18	15	0.883	2732_CARA_HILIC_pos_SIRIUS_merge_7475	-2.809	4.246
1907	C28H52O12	[M + H3N + H]+	1.0	37.063	15	0.964	627_CARA_HILIC_pos_SIRIUS_merge_1907	0.163	1.332
11726	C8H18O5	[M + H]+	1.0	39.36	7	0.968	6271_CARA_HILIC_pos_SIRIUS_merge_11726	-6.663	6.466
26058	C10H16O7	[M + H3N + H]+	1.0	43.086	8	0.571	5162_CARA_HILIC_pos_SIRIUS_merge_26058	-3.489	4.318
4695	C9H16N2O6	[M + H]+	1.0	43.082	10	0.944	1816_CARA_HILIC_pos_SIRIUS_merge_4695	-3.664	2.165
7887	C18H34F2	[M + H3N + H]+	1.0	43.055	7	0.524	1268_CARA_HILIC_pos_SIRIUS_merge_7887	7.891	19.094
3009	C11H16N4O5	[M + H]+	1.0	39.164	14	0.952	1842_CARA_HILIC_pos_SIRIUS_merge_3009	-1.564	1.801
1284	C13H25NO	[M + H]+	1.0	37.75	9	0.379	1083_CARA_HILIC_pos_SIRIUS_merge_1284	-3.256	6.148
1377	C18H36O4	[M + H3N + H]+	1.0	37.129	18	0.979	4645_CARA_HILIC_pos_SIRIUS_merge_1377	-1.75	5.244
190	C8H18O5	[M + H]+	1.0	38.891	8	0.965	4659_CARA_HILIC_pos_SIRIUS_merge_190	-1.026	3.221
245	C18H38O4	[M + H]+	1.0	37.056	7	0.808	308_CARA_HILIC_pos_SIRIUS_merge_245	3.802	12.929
4262	C11H21N5O3	[M - H2O + H]+	1.0	37.445	17	0.97	2013_CARA_HILIC_pos_SIRIUS_merge_4262	-70865.941	3.364
24423	C8H12N2	[M + H3N + H]+	1.0	39.842	12	0.976	4360_CARA_HILIC_pos_SIRIUS_merge_24423	-3.724	10.095
7991	C7H17NO4S	[M + H]+	1.0	42.855	10	0.848	2833_CARA_HILIC_pos_SIRIUS_merge_7991	-3.798	7.409
14673	C19H40O4	[M + Na]+	1.0	42.837	11	0.664	5114_CARA_HILIC_pos_SIRIUS_merge_14673	4.277	4.222
1322	C12H23N5O6	[M + H3N + H]+	1.0	37.226	11	0.993	3191_CARA_HILIC_pos_SIRIUS_merge_1322	-1.876	3.111
4775	C12H16N2O4	[M + H]+	1.0	42.822	12	0.954	5441_CARA_HILIC_pos_SIRIUS_merge_4775	-4.675	3.527
28324	C6H10O4	[M - H4O2 + H]+	1.0	42.817	8	1.0	6057_CARA_HILIC_pos_SIRIUS_merge_28324	-324390.175	6.782
4591	C11H17N3O6	[M - H4O2 + H]+	1.0	37.272	20	0.824	371_CARA_HILIC_pos_SIRIUS_merge_4591	-142885.863	4.457
8040	C22H30Cl2N10	[M + H]+	1.0	27.743	14	0.93	692_CARA_HILIC_pos_SIRIUS_merge_8040	-3.311	2.314
2357	C26H52O2	[M + H3N + H]+	1.0	37.722	20	0.838	6093_CARA_HILIC_pos_SIRIUS_merge_2357	-4.238	4.621
25777	C13H26O2	[M + H3N + H]+	1.0	40.583	11	0.43	2949_CARA_HILIC_pos_SIRIUS_merge_25777	-5.622	3.974
1555	C23H45NO5	[M + H]+	1.0	36.761	17	0.432	5928_CARA_HILIC_pos_SIRIUS_merge_1555	-0.36	5.876
1421	C42H83NO3	[M + H]+	1.0	42.726	14	0.794	411_CARA_HILIC_pos_SIRIUS_merge_1421	-2.416	2.858
2479	C12H22N2O5	[M - H2O + H]+	1.0	42.694	8	0.811	601_CARA_HILIC_pos_SIRIUS_merge_2479	-70044.178	11.685
664	C10H22O6	[M + H]+	1.0	37.652	8	1.0	6318_CARA_HILIC_pos_SIRIUS_merge_664	-0.062	2.606
4486	C10H18N2O5S	[M + H]+	1.0	42.64	19	0.96	4681_CARA_HILIC_pos_SIRIUS_merge_4486	-6.16	6.439
4379	C28H56O6	[M + H3N + H]+	1.0	42.615	20	0.878	5377_CARA_HILIC_pos_SIRIUS_merge_4379	-0.622	6.092
7043	C14H28N6O5	[M + H3N + H]+	1.0	42.555	20	0.896	4415_CARA_HILIC_pos_SIRIUS_merge_7043	2.793	2.817
123	C12H27N	[M + H]+	1.0	39.706	7	0.813	336_CARA_HILIC_pos_SIRIUS_merge_123	-2.826	8.064
22406	C16H16N4O2	[M + H3N + H]+	1.0	41.773	10	0.874	5889_CARA_HILIC_pos_SIRIUS_merge_22406	-4.62	5.592
6353	C16H33NO2	[M + H]+	1.0	42.421	15	0.674	4204_CARA_HILIC_pos_SIRIUS_merge_6353	-3.327	9.724
11396	C30H60O7	[M + H]+	1.0	42.386	18	0.797	4975_CARA_HILIC_pos_SIRIUS_merge_11396	-3.901	5.089
3249	C20H43BN2O4	[M - H4O2 + H]+	1.0	42.37	12	0.518	1611_CARA_HILIC_pos_SIRIUS_merge_3249	-102813.868	4.214
21436	C14H26N2O4	[M + H]+	1.0	42.349	16	0.8	1980_CARA_HILIC_pos_SIRIUS_merge_21436	-3.251	4.577
5500	C11H20O2	[M + H3N + H]+	1.0	37.767	9	0.971	3691_CARA_HILIC_pos_SIRIUS_merge_5500	-6.209	5.092
11082	C28H54O6	[M + H3N + H]+	1.0	42.221	23	0.928	5480_CARA_HILIC_pos_SIRIUS_merge_11082	-3.499	7.643
1699	C9H6O2	[M + H]+	1.0	39.699	6	1.0	2276_CARA_HILIC_pos_SIRIUS_merge_1699	-4.46	5.168
2568	C36H71NO3	[M - H2O + H]+	1.0	42.168	14	0.579	2437_CARA_HILIC_pos_SIRIUS_merge_2568	-32840.236	9.341
7850	C9H19NO4	[M - H2O + H]+	1.0	42.167	10	0.663	4963_CARA_HILIC_pos_SIRIUS_merge_7850	-95739.826	4.118
7176	C54H96O6	[M + H3N + H]+	1.0	42.099	16	0.751	5714_CARA_HILIC_pos_SIRIUS_merge_7176	-0.019	3.26
6555	C31H63N3O5	[M + H]+	1.0	42.06	21	0.882	5036_CARA_HILIC_pos_SIRIUS_merge_6555	6.001	5.96
1429	C24H48O3	[M + H3N + H]+	1.0	36.815	15	0.794	571_CARA_HILIC_pos_SIRIUS_merge_1429	-0.425	2.889
490	C17H17N5O3	[M + H3N + H]+	1.0	42.016	7	0.914	6107_CARA_HILIC_pos_SIRIUS_merge_490	2.898	2.232
7516	C28H60O8	[M - H4O2 + H]+	1.0	42.009	21	0.785	3763_CARA_HILIC_pos_SIRIUS_merge_7516	-73604.916	4.209
3555	C54H96O6	[M + H3N + H]+	1.0	41.999	16	0.751	1367_CARA_HILIC_pos_SIRIUS_merge_3555	-0.485	3.26
1678	C31H61NO3	[M + H]+	1.0	41.89	13	0.884	5148_CARA_HILIC_pos_SIRIUS_merge_1678	-4.474	3.431
1497	C49H92O6	[M + H3N + H]+	1.0	41.852	13	0.726	2547_CARA_HILIC_pos_SIRIUS_merge_1497	-0.901	2.649
2061	C28H50O2	[M + Na]+	1.0	41.829	25	0.806	4305_CARA_HILIC_pos_SIRIUS_merge_2061	-5.215	5.107
561	C16H22O4	[M + H]+	1.0	41.823	7	0.555	1184_CARA_HILIC_pos_SIRIUS_merge_561	-5.68	1.23
28418	C14H24N4O7	[M + Na]+	1.0	41.817	12	0.973	350_CARA_HILIC_pos_SIRIUS_merge_28418	-7.621	3.471
10209	C11H18N2O8	[M - H4O2 + H]+	1.0	40.385	16	0.91	4480_CARA_HILIC_pos_SIRIUS_merge_10209	-132877.566	5.417
3622	C14H17N3O3	[M + H]+	1.0	41.759	15	0.914	926_CARA_HILIC_pos_SIRIUS_merge_3622	4.1	4.353
2579	C26H45N3O3	[M + H3N + H]+	1.0	41.708	14	0.611	6273_CARA_HILIC_pos_SIRIUS_merge_2579	-8.419	6.459
4246	C14H18N2O5	[M - H2O + H]+	1.0	41.708	17	0.983	3617_CARA_HILIC_pos_SIRIUS_merge_4246	-64993.041	2.537
1066	C41H57N5O7	[M - H4O2 + H]+	1.0	32.747	21	0.941	4443_CARA_HILIC_pos_SIRIUS_merge_1066	-51715.042	2.533
24798	C10H10N2	[M + H]+	1.0	41.601	8	0.367	188_CARA_HILIC_pos_SIRIUS_merge_24798	-8.641	3.237
24384	C6H8N2	[M + H]+	1.0	38.775	11	0.975	3258_CARA_HILIC_pos_SIRIUS_merge_24384	-2.977	4.305
20277	C8H15NO4	[M + H]+	1.0	41.49	7	0.851	3352_CARA_HILIC_pos_SIRIUS_merge_20277	-6.23	10.543
11361	C24H44BNO4	[M + H3N + H]+	1.0	41.445	12	0.679	1145_CARA_HILIC_pos_SIRIUS_merge_11361	4.57	8.804
4776	C7H13NO2	[M + Na]+	1.0	40.274	8	0.958	1970_CARA_HILIC_pos_SIRIUS_merge_4776	-3.308	9.458
11520	C25H52N2O4	[M + H3N + H]+	1.0	41.397	18	0.814	3376_CARA_HILIC_pos_SIRIUS_merge_11520	1.873	7.773
7921	C15H31N5O5	[M - H2O + H]+	1.0	36.996	17	0.975	718_CARA_HILIC_pos_SIRIUS_merge_7921	-52327.941	5.263
1496	C16H32O	[M + H3N + H]+	1.0	36.412	11	0.901	4427_CARA_HILIC_pos_SIRIUS_merge_1496	-4.031	7.587
2471	C29H59N5O5	[M - H2O + H]+	1.0	36.036	25	0.775	3852_CARA_HILIC_pos_SIRIUS_merge_2471	-33329.497	5.972
2195	C18H37NO2	[M + H]+	1.0	39.935	19	0.741	5798_CARA_HILIC_pos_SIRIUS_merge_2195	-4.682	6.029
6233	C18H36O5	[M + H3N + H]+	1.0	41.237	7	0.848	2181_CARA_HILIC_pos_SIRIUS_merge_6233	-2.283	5.86
1282	C8H16N2O3	[M + H]+	1.0	36.996	11	0.992	4042_CARA_HILIC_pos_SIRIUS_merge_1282	-3.008	3.493
2148	C50H92O6	[M + H3N + H]+	1.0	41.2	17	0.741	3075_CARA_HILIC_pos_SIRIUS_merge_2148	0.848	3.247
